question,offer,experience,difficulty,interview,source
 Explain assumptions for battery cell heating for thermal model.   ,No Offer,Neutral Experience,Difficult Interview,Very detailed interview process. I was asked to give a presentation on a project and to the team (~6 people) and then each one interviewed me individually. It was intense and also very enjoyable while through. I knew this coming in so was not surprised.,tesla
" In my experience, there were no difficult questions per sa, mostly casual friendly conversations.   ",Declined Offer,,,,tesla
" Most difficult question was about cars. HR interviewer asked me to sell the Tesla Model S to her over the phone and I had to explain why the Tesla was better than its competitors, Audi A7, MB CLS/S , Lexus LS, and etc   ",Accepted Offer,Positive Experience,Average Interview,"I applied for the Product Specialist Position at Newport Beach. Though experience isn't required for the position, it is heavily preferred. Anyone that has experience in retail sales, and/or cars has a shot. Most likely going to be a phone interview with a member of human resources department since their headquarters is in Norcal.",tesla
 Interview was not too hard. Mostly about resume and past experiences.   ,No Offer,Negative Experience,Easy Interview,,tesla
 1) very very detailed question about my previous project; 2) A team member brought up a question from their daily tasks. Was required to analyze the question and gave my thinking about it.   ,Accepted Offer,Positive Experience,Average Interview,"I submitted my resume at Tesla Motors Career Fair in Fremont, November 2013. Had a nice talking there. About 2 wks later, got an email from team manager to make an appointment of a phone interview. Phone call was great and detailed, then got an onsite for 1 wk later. Flew to HQ and had the onsite. Made a 30min presentation and had 5 1v1s, 45min each. After went home, answered 2 questions for Elon reviewing. 2d later, was offered the job!",tesla
" Techinical questions regarding machine guarding and emergency stop circuits, etc. Nothing too difficult or out of the ordinary   ",Declined Offer,Positive Experience,Average Interview,"I applied online via LinkedIn and was pleasantly surprised to get an email response. Had a phone screen with the recruiting manager and then a phone interview with an engineering manager the following week. Another week later, the recruiting manager contacted me to set up an in-person interview at the facility in Fremont, CA for the following week. The in-person interview comprised of a 30min presentation where I had to describe a technical challege I had faced and then back to back 30min interviews with 6 engineers/managers. The following week I received an offer.",tesla
,Accepted Offer,Positive Experience,Average Interview,"Applied Online. Recruiter emailed me to see if I was still interested & to set up a phone screen. It appeared that the way you describe yourself, they will determine what department you would be best suited for. Then, had a 1:1 phone call with technical manager.",tesla
,Accepted Offer,Positive Experience,Average Interview,Initial phone screen and then onsite interview with panel of 4 one after the other. Initial focus is on recent projects and made comfortable. Then each Engineer in the team focusing on different areas of technology stack. Office work place looks ok and everyone is busy all over.,tesla
" Tell me about yourself, Why tesla?   ",Accepted Offer,Positive Experience,Average Interview,"I was first phone interviewed by the recruiter then asked me if I was available for an in person interview on the dates that she gave me. Then I had a series of interview. I was interviewed by the production manager, supervisor, and lead.",tesla
 Reviewed resume and asked basic questions. Why Tesla?   ,Accepted Offer,Positive Experience,Average Interview,"Very casual. Asked basic questions regarding previous experience and why Tesla. Stay up to date with everything going on within the company. They take the background check very seriously so if it goes well along with the interview, you're in.",tesla
 your experience   ,Accepted Offer,Negative Experience,Average Interview,"was connected by a hiring manager, after phone interview he thought my experience will fit to another group better so he referred me to another hiring manager. interview was not very difficult, ask basic questions; 5 back to back sections from engineer to director during on site interview, some behavior questions;",tesla
,No Offer,Positive Experience,Difficult Interview,30 minute phone call followed by onsite interview ( 5 one on one - 30 minutes each),tesla
 How are you a good fit.   ,Accepted Offer,Neutral Experience,Average Interview,I had 6 Long interviews for relevant jobs and they all took at least 2-4 hrs each time. In some of these interviews I had to meet with multiple teams that actually would not even be my direct coworkers in order to see if i was a good fit. Needless to say I ended up getting a different job 6 months later and was hired over the phone without a onsite interview,tesla
" It was back in 2017, so most of the questions are long gone from my memory. I do remember them not being overly challenging, as I could answer them all as a Freshman in College.   ",No Offer,Negative Experience,Difficult Interview,"Tesla did not handle my interview process well. I started talking to the general HR person there and she missed the call time twice. First time, she wrote me 25 minutes after the call was supposed to happen telling me she'd have to reschedule and the second, she actually took the call 15 minutes late. Then I interviewed with the battery team lead engineer and that was fine. Lastly I was supposed to talk with the hiring manager for that team, but never got the chance. Instead, I received an email from someone I had never talked to before, telling me the job had been filled. I'd say it was just a little rude all around (Except for the engineer, he was fine).",tesla
" asking me technician question about the position, what I would do in certain situations.   ",Declined Offer,Neutral Experience,Difficult Interview,"The number of interviews wasn't as high as other people have had. I had 2 phone interviews then was asked to come to HQ for 1:1. During the on site interviews there were maybe 6 interviews. All asked about what I knew about the job that was posted, and how I feel I could help the team. Also reviewed my resume and asked about everything I had on it.",tesla
 Technical questions regarding sample selections and logic behind test methods   ,Accepted Offer,Positive Experience,Difficult Interview,Very professional and efficient hiring process,tesla
 Innovative accomplishment?   ,No Offer,,,,tesla
 having to do real time boolean searches for a position I had never worked on before with limited technical knowledge.   ,Accepted Offer,,,I had 3 phone screens with Recruiting managers who quizzed me on a myriad of technical items,tesla
" working experience introduction, PLC/Hydraulic System diagram   ",No Offer,,,,tesla
" Lots of how do you see yourself performing type questions, not much about previous employment.   ",Accepted Offer,Positive Experience,Difficult Interview,"Phone Interview, Skype Interview.",tesla
 Gave me a schematic of an analogue power system and asked me to describe purpose and function of every component.   ,Accepted Offer,Positive Experience,Difficult Interview,"~5hr process, met individually with nine people including the hiring manager, three people from other teams, and the recruiter. Each interview was approx 30 minutes long and was primarily technical questions and problems.",tesla
,Declined Offer,Negative Experience,Difficult Interview,,tesla
" No difficult questions during the phone pre-screen, just the traditional ""Why Tesla?"" I am honestly excited about the product and she proceeds to point out that there are other cars out there, etc. Was about to ask why she was there... A bit strage.   ",No Offer,Negative Experience,Easy Interview,"Applied through the company web site. Received a call from an outside employment agency - I've never sent them my resume or contacted them. They did not know anything particular about position, but thought I was a fit (?). Never heard from them again. Then received a call from Tesla recruiter. Friendly enough. We've figured out I was not what they were looking for - it did not look like recruiter knew what that position was about, but she said she'd put my resume on hiring manager's desk for another position. OK, we had a good chat. However, later same recruiter would not reply to emails asking for an update - a common courtesy, you'd think? She did post that position on LinkedIn as in ""we are hiring for xxx"" about 2 months after our chat. It all looked like pretty weird, random, inconsistent hiring efforts to me.",tesla
,No Offer,Neutral Experience,Difficult Interview,,tesla
 There were no trick or difficult questions.   ,No Offer,Negative Experience,Easy Interview,"HR department employees are quite incompetent and with zero technical knowledge. They were unable to provide an accurate position description or desired skills. ""Somewhere in the software team"" is the only thing I got. After a pretty pointless phone interview with some junior employee in HR they scheduled a C exercise with me. They would sent out a series of questions about C programming and I had 30 minutes to return the answers in a text document (no need for actual source files). The test is ok-easy and the only problem is to finish it in 30 minutes. It's 7 short questions about writing to a specific memory address, pointers, preprocessor directives, setting bits... After that was accepted they scheduled a phone interview with someone from the firmware engineering department. The interview was basically going over my resume asking details. Interview was ~ 30 minutes. I was then contacted by HR, who told me that I'm not fir for that position.",tesla
 Test Case - GD&T   ,Declined Offer,Positive Experience,Difficult Interview,,tesla
 What makes you want to work for Tesla?   ,Declined Offer,,,,tesla
 It was a technical one all others were ok not a problem   ,Accepted Offer,Average Interview,,,tesla
 Lots of op amp questions   ,Accepted Offer,Positive Experience,Difficult Interview,"I went through three interviews. The process was very easy and they got back to me very quickly. The entire process was over within a month. Unlike other companies, Tesla actually gives applicants feedback after an interview.",tesla
 Please tell me about your experience that is not already on your resume?   ,No Offer,Neutral Experience,Average Interview,"They first gave me a phone interview. Afterwards, I went in for an in-person interview. The hiring manager,(I actually forgot her name already) asked me questions about my resume and then a bunch of scenario questions e.g. What was the most you ever went out of your way for a customer? or how would you correct a bad situation.etc.",tesla
" One interviewer looked into an open source project code sample I provided. I'd written the code very early in my career, so it was not very clean. It may have backfired to provide that code sample, even though the project was successful.   ",No Offer,Neutral Experience,Average Interview,"Applied through website. First job out of college. 1 phone interview followed by a full day interview. The format of the interview started with a presentation of a prior project I'd worked on in front of the group of engineers that I would be interviewing with. This was followed by 3-4 interviews, each asking a technical question as well as questions about the presentation.",tesla
 How would you describe a dynamometer to an 8yr old child?   ,No Offer,,,Typical interview process. Was contacted by a recruiter and had a phone interview with them going through my resume etc. They liked what they heard and set up another phone interview with an engineering manager.,tesla
,Accepted Offer,Positive Experience,Average Interview,"Had four interviews. My first was 1st interview was over phone and went great (just prepare like you would for any job - know something about the company); the second and third were group interviews, and the fourth was with the regional manager.",tesla
 How familiar were you with Tesla Motors before preparing for this interview? (note: this was right around the launch of the Model S)   ,Accepted Offer,Positive Experience,Easy Interview,"Contacted via LinkedIn by a Tesla Recruiter based in Palo Alto. Arranged for a phone screening that evening. Screening was low pressure and a pleasure to go through. Received word 30 minutes later that I would be meeting with Regional Sales Manager the following day. Enjoyed meeting him and the other employees who appeared to believe in the work they were doing. The day after received word I would be having a Skype Interview with Tesla's former head of Retail George Blankenship (at the time, he insisted on meeting every single retail hire - he was beyond impressive and was sorely missed upon his retirement). Received a call from phone screener who initially contacted me to offer the position that same day.",tesla
,No Offer,Neutral Experience,,"Initial phone interview was fine, lasted around 20 mins. In person panel interview came next. Met with 6-7 people, also went well. They were prepared with a number of good questions. I was called back for an interview with the director and that's when things took a turn. He arrived around a half hour late and seemed very rushed. I don't recall the questions being particularly difficult but he reiterated several times that this was a ""very hard job"". Seemed he was kinda trying to talk me out of it which I thought was strange. Interview ended positively and unprompted he said I would be hearing from HR. I never heard from Tesla again.",tesla
 Tried to push me into a corner by giving manufacturing scenario based questions   ,Accepted Offer,Positive Experience,Average Interview,"the process was very quick. I interviewed with 2 engineering managers on the phone. The same day, i was notified that i was invited for an on-site interview. The onsite interview involved 7 1:1 interviews. Main focus of the interviews was problem solving skills.",tesla
 Asked me everything on my Resume   ,Accepted Offer,Positive Experience,Average Interview,First Interview by Manager. Asked questions about my Research. Another phone interview with my Mentor.,tesla
 Kids are in the store tearing apart the car. What do you do to resolve the situation?   ,Declined Offer,Positive Experience,Easy Interview,,tesla
"I took a materials class 6 months before this interview. The manager asked me what classes I had taken in the past year, so I mentioned a few, including the materials. He then asked me to list common plastics (Polypropylene, Polystyrene, poly carbonate, polyethylene) ..... after somehow pulling them out of the back of my head, he asked me to differentiate each one and give examples where they are used",Accepted Offer,Positive Experience,Difficult Interview,"I got my resume through to Tesla Motors 2 years ago through a contact who interned there previously. I was contacted and had 3 interviews, but did not receive an offer. A year later, a recruiter visited my school, and I had an HR in-person interview, but again, did not receive an offer. I was later contacted in June of 2013 and asked if I would be interested in a Fall internship (heck yeah I was!). Interviewed with my current mentor and later with my current manager. The questions were: Tell me about yourself, tell me about what you do at your current internship, tell me what you did at a previous internship experience, why do you want to work for Tesla (just a few). Received an offer on my 21st birthday (best present I could have asked for).",tesla
" It's some technical questions, about the details in my project.   ",No Offer,Neutral Experience,Average Interview,"I got a 30 minute phone interview from the department manager. He asked me some questions about my education and professional background at first. Then he let me to describe my experience about fuel cell testing in my resume; and asked many questions about the details in the project. The details he cared most are all technical ones, like the physical meaning of some parameters and the battery knowledge. Then he asked me something about my other experience about lithium ion batteries.",tesla
,No Offer,Negative Experience,,"Job ad posting on Craigslist.com directed sending your resume & cover letter to the reply to email address & I applied online at Tesla Motors company website. Waited a week to contact Tesla Motors. Receptionist connected me to a voice mail of a Recruiter. It was not until several attempts by fax & mail did I finally get a response from the Recruiter. He explained that they get a high volume of applicants and they can not get to everyone. But, he is more than happy to submit my resume to ""appropriate stakeholders"" but I have not heard back since. I tried revising my resume but no response yet.",tesla
" Generic Interview questions, Why me, Why Tesla   ",Accepted Offer,Positive Experience,Easy Interview,"Flown out and given a tour of the factory, 5 back to back interviews with managers. Everyone was pleasant and welcoming. Expenses were covered, seems like an excellent place to work.",tesla
 Why Tesla compared to other industries?   ,No Offer,Neutral Experience,Average Interview,"Got an in-person interview after waiting in line at a university career fair. was invited back for an on campus interview. Interview went well, basic questions like why do you like the company and what you know about Tesla. Was told to expect a technical phone interview in three weeks, but was told later that they did not have any more positions available for ME interns.",tesla
 None but questions should be straight to the point or give the opportunity for expanding on the persons skills so they can decide if the person can be a right fit for the position.   ,No Offer,Negative Experience,Easy Interview,"Phone interview was OK, just regular questions. It was somehow rush like a machine asking you irrelevant questions back to back. Unable to expand in detail about your skills and professional experience. Besides, lack of update/response from the HR Deaprtment after the interview was done. Waited weeks before an answer was obtained and it did not come from them, followed up done from my end.",tesla
 have you worked with large data sets   ,Accepted Offer,Negative Experience,Easy Interview,"The interviews could be conducted in a more professional manner. A panel is a more unbiased way of selection vs just 1 person interviewing. This is making the selection process a little random. The number of women in payroll and QA is large, but not in engineering. the hiring process tries very hard to come across as selective, but when you actually join the company you realize that its not true",tesla
 Why do you want to work for Tesla?   ,Accepted Offer,Positive Experience,Easy Interview,,tesla
,Accepted Offer,Positive Experience,Average Interview,"First you apply online, then you do a phone interview, then you may do a skype interview, then you may have an in person interview. I interviewed with four people total.",tesla
,No Offer,Positive Experience,Average Interview,"I got an email through the engineering career center at my college and applied online. I got a call back from a recruiter at Tesla to conduct a first round background screen. I then got a second round call from one of the engineering team members, which ended up being a bit more technical.",tesla
" They asked very elementary questions, I did not expect that from a company who is lowest car value is at $52k.   ",No Offer,Negative Experience,Easy Interview,"I was called for an in person interview and showed up there to meet with an assistant manger and then with a manger. Although Both of them friendly , but didn't seem to have any knowledge about how to properly interview. They both did not look professorial and serious So I don't know what to think about the culture of this company, so far it is a red flag",tesla
 I was drilled on throughput of previous companies and cycle times.   ,Accepted Offer,,,,tesla
,Accepted Offer,Positive Experience,Average Interview,"Started with an in to to the company through a family friend. Applying online failed, but it finally got my resume to a recruiter who was no help. However, he gave me the name of the university program supervisor. I was contacted about a potential internship from a different university program supervisor. One interview with her over the phone that lead to a follow up with a ""mentor"". After that an interview with Huibert Mees, Engineering Manager. After that I received an offer.",tesla
 Can't disclose   ,No Offer,Negative Experience,Average Interview,A colossal waste of time and energy!. Had 4 phone interviews + 6 onsite interviews and still the interviewers had little idea what they should expect from candidate. 8 weeks into the process I was told they cannot proceed as requirements have changed. Everyone knows Tesla is doing awesome...but please respect the candidates time.,tesla
 Can you work 12 hours 7 days a week   ,No Offer,Negative Experience,Average Interview,"5 different managers interview me over the course of 2 weeks. After my last interview, I was told that I was the best candidate and hr will finish its paperwork and will be sending me offer letter soon. I waited 3 weeks but no job offered. When I followed up I was told management decided not to fill that position. What a load of crap! During interview I was told they are so busy that they accept me to work 7 days a week, 12 hours a day. One of the worst management. Don't waste your time",tesla
 There are no hard questions for the onsite if you are familiar with pcb manufacturing related questions.   ,No Offer,Average Interview,,"Applied online, get called four month later, scheduled interview on the next day. People there are really nice to talk.",tesla
 How do you work in team working environment?   ,Accepted Offer,Neutral Experience,Easy Interview,"Over phone interview, been asked some simple questions like: do you use any hand tools before, how do you make team work.etc, then they will send you to job agency to process the hiring process. I think they just try to pull more people in because turn over rate is pretty high after I notice late.",tesla
" After one of the interruptions, the interviewer asked what I would do to resolve that particular problem. It was very hard because the right answer was to stop treating the symptoms and go after the cause, but the interviewer was at least part of the cause, so that wouldn't have been a well-received answer...   ",Declined Offer,Positive Experience,Easy Interview,"Applied about six months before being contacted, then was enthusiastically courted to interview and tour the facilities. Did five distinct interview, and toured the facility with what would become peers. None were particularly difficult or unusual, though several were interrupted by a ""crisis"" on the production floor that required one or more of the interviewers to take a break and go solve the problem (usually a late or missing part). It was clear that they are swamped, overworked, and understaffed, and desperately need help. Unfortunately, during one of my tours, my guide said that the expected work week was about 80 hours, including nights and weekends, and that this pace was forecast to remain constant for at least the next eighteen months, as the company was fighting for its life to make the shift from a a proof of concept to a mass production company.",tesla
 Do you enjoy learning about technology and science?   ,Accepted Offer,Positive Experience,Easy Interview,"I interviewed for a seasonal position (eventually turned to regular employee). I was asked about my knowledge of clean tech & electric cars (I knew nothing, but was quick to point out I was a quick study). I was asked if I had any experience in selling cars (no). This was a plus, they later said they specifically wanted people who didn't have car sales experience because the way Tesla sells is revolutionary & they'd prefer to teach their methods to someone fresh.",tesla
 Li-Ion battery specific questions   ,Accepted Offer,Positive Experience,Average Interview,"Applied through Tesla's own careers site. Got an email from an engineering manager to set up a phone interview. Following the phone interview, was invited for an on-site interview. All day long interview/tours with 5 engineers each 45-50 mins. Flew back home after the interview. The following week, I was contacted by the Recruiting Manager for the last step of the hiring process: Answering 2 questions in essay format to be read by the CEO:Elon Musk. A week after essay submission, was offered the position!",tesla
,Accepted Offer,Negative Experience,Easy Interview,"Skype and phone interviews with manager, team members, VP of Sales. Interviewers were typically late. No set duration but typically under 30 minutes. Questions didn't seem to be standardized and the interviewers were not trained for interviewing, simply members of the team. Next steps was unclear as the Recruiter had to follow up with the team members after the interview to discuss. Never interviewed with HR/Recruiting.",tesla
 A physics question.   ,No Offer,Neutral Experience,Average Interview,"First, they started with a 30-minute skills test done remotely with HR. After passing, a phone interview with the manager was scheduled, where he/she required you to solve a coding exercise through an online notepad. After passing that, an on-site meeting was scheduled, where you are required to present a 20-minute technical presentation to a panel of 5-6 people, who will eventually interview you for 30 minutes each. Finally, written exercise was given, which requires a 400-word minimum answer to two questions.",tesla
,No Offer,Neutral Experience,Average Interview,Very bad interview process. Lot of recriters will call for the same opening. Always multiple submission. Few recruiters has some insiders in Teslamotors. First the insider will call and ask quesitons. Ultimately the resume stops at recruiters end and we never get chance to take real interview. Still below are some expectation to full fill from recruiters end.,tesla
 What is the expected interview process for in-store positions?   ,Accepted Offer,Negative Experience,Average Interview,,tesla
 Why quality?   ,No Offer,Positive Experience,Difficult Interview,"The first interview was the most difficult and stressful one I have ever been to. They threw everything they got at me. I feel like throwing up afterwards. I know I could have done better. Nonetheless, I passed... And now today I'm onto my second one with a senior engineer of quality processing and this one is supposed to be more difficult than the first.",tesla
 What is your personal approach to teaching?   ,No Offer,Negative Experience,Difficult Interview,"Initially contacted on LinkedIn by a recruiter. Set up a phone interview via email. Phone interview was basically just asking general questions about resume ""tell me about your time at XYZ"". This led to an in-store interview at the retail location. I was interviewed by both of the current assistant store managers as well as one of the employees that works underneath them (total about 1.5 hours). The store manager happened to not be at the store that day, so I was contacted to have a separate interview with him a week later. We met at a starbucks and chatted for around 40 minutes. I was then scheduled to interview with the regional sales manager who would be flying in from California to interview the final 4 candidates. All interviews had gone extremely well for me with the interviewers basically telling me they liked me and were rooting for me. The final interview with the regional director went really well, and he said his final decision was between me and one other guy. Then, I never heard anything ever again. I contacted my recruiter contact and she said they were still making a decision. Weeks later she said they were undergoing some type of hiring audit. Weeks after that and she still had no information. As the months went by, I lost respect for Tesla. 4 separate interview occasions and 6 interviewers and then nothing? Who does that?",tesla
" Tesla Motors is located in Palo Alto but you live in Livermore, don't you think that is a bit far for you to drive everyday?   ",Declined Offer,Negative Experience,Difficult Interview,"Received an email on LinkedIN. Replied back and within a week a recruiter emailed for a phone interview. Spoke for an hour asking about my background and why do you think you are a good fit for Tesla. Within another week another recruiter contacted for another phone interview. A week later, an emailed to schedule a campus interview. Interviewed with 3 people for a total of 3 hours.",tesla
" luckily no cheesy questions, very level-headed   ",Accepted Offer,Positive Experience,Average Interview,"pretty chaotic, ad hoc",tesla
 Why are you considering working for Tesla Motors?   ,Accepted Offer,Neutral Experience,Easy Interview,"Basic phone interview, seemed like the interviewer didn't have an agenda at all. No unusual questions, straight forward regarding past work experiences and why I want to work for Tesla.",tesla
 none.   ,Accepted Offer,Negative Experience,Difficult Interview,"took five interviews to finally get in. You interview with techs, engineers ,managers, and their next of kin it seemed like. 3 interviews in Fremont and one in palo alto and then another in santa clara. You have to wait two or three weeks in-between phone appointments for your next interview.",tesla
 What nationality are you?   ,No Offer,Negative Experience,Difficult Interview,"I had interviewed with two senior members. The first member was European and the first thing he asked was ""what is your nationality"". I was shocked. He said my resume looked like it had ADHD. Terrible company atmosphere !",tesla
,Declined Offer,Neutral Experience,Easy Interview,"Dragged out. Poor communications between store management and corporate H.R. Interview was easy, very inexperienced staff. Pay was a joke",tesla
 Why I chose my major and how does my activities/interest help choose my major.   ,Accepted Offer,Positive Experience,Difficult Interview,Talked about working in a dynamic team environment. Asked me about my ability to develop firmware for prototype devices.,tesla
,Accepted Offer,Positive Experience,Average Interview,"The interview process was pretty straight forward. There was one phone screens with H and three technical phone interviews with hiring manager, technical mentor, and potential coworkers. They also brought me in for one in-person interview which more of a personality-fit interview. After the phone interview occurred, the HR contact scheduled three back-to-back technical phone interviews. After they were happy with that, they brought me in for a personality-fit interview which means they wanted to see if my personality would fit with the team. They didn't tell me it was a personality interview, i thought it was another technical interview until I finished the in-person interview to realize they wanted to just get to know me.",tesla
 Most of the questions were related to my projects and some basic C questions.   ,No Offer,Positive Experience,Average Interview,"Initially I had a phone interview with the hiring manager and then I was called for an onsite interview. I started with giving a presentation to a group of managers and firmware engineers. Then I had a 1:1 interview with all the 6 members present in that group, followed by the VP of the company. The questions were related to my projects and some basic C ones as well. Then I was asked to take C based a pen and parer test. They asked me a few brainteasers also. Overall I had a good experience.",tesla
 What makes you excited about working here?   ,No Offer,Positive Experience,Difficult Interview,"I met with a recruiter in their office coffee break room. It was an informal set of open-ended questions with no technical or position-specific content, instead focusing only on questions to gauge personality, demeanor, and maturity. It lasted about ten or fifteen minutes.",tesla
,No Offer,Positive Experience,Difficult Interview,,tesla
 None   ,No Offer,Negative Experience,Average Interview,"Contacted by the HR. Initially had 3 interviews over the phone, 1st by HR, 2nd by an Engineer and 3rd by the head of the group. Was called for an onsite interview and was asked to prepare a presentation.",tesla
 What do you know about cars?   ,No Offer,Neutral Experience,Difficult Interview,"First phone interview was a quick gloss-over of my resume, second was an actual engineer. The engineer was very quick and straightforward, wanted to know what I knew about Tesla and cars in general. I didn't think I was given a full opportunity to ""strut my stuff,"" but Tesla is looking for people who were on vehicle teams all 4 years, so they know their market and interview accordingly.",tesla
 What's your past experience?   ,Accepted Offer,Positive Experience,Average Interview,"Good interview, wasn't too technical. Asked about past writing experience, but employer looked at my past resume so it was good. I liked the company, ended up getting a position, and in general would interview there again.",tesla
" One of the team members asked me some questions about my coding projects, and had me send him some of my work.   ",Accepted Offer,Positive Experience,Easy Interview,"I met a connection for lunch one day outside of the interview process. A couple weeks later, he offered to help me get an internship at Tesla. The interview process was fairly low stress, but note that this was in 2012. I talked to several members of the battery engineering team, one at a time. Each interviewer had a different role in the team.",tesla
 Did you every have to handle multiple duties at once?   ,Accepted Offer,Positive Experience,Average Interview,"The interview was very insightful, but quick. No real pressure in regards to questions. Asked about experience and how we handled busy work flow scenerios. Interviewed by numerous supervisors and given sceneries of what I might encounter. Also what is required daily from ones effort.",tesla
 Walk me through the steps you took to finish a project on your resume.   ,No Offer,Positive Experience,Difficult Interview,"Put in my resume at an info session at my school in October. Was cold called in December and had a 30 minute phone interview about the contents of my resume. A month passed and I was called in to interview in Palo Alto, CA which consisted of 10 or so 1:1 and phone interviews all day. Most of them wanted to talk about projects I had worked on, and I was asked several brain teaser type questions. The beginning was nerve racking, but as the day went on, I got more comfortable. Everyone seemed very excited about the new car coming out, and it was an overall positive experience. I am still waiting to hear back.",tesla
 Some questions regarding CS and mechanical engineering.   ,No Offer,Difficult Interview,,Behavioral then two technical interviews with department.,tesla
 What do you do when you don't have the data needed for a solution?   ,No Offer,Negative Experience,Easy Interview,,tesla
 Tell me about a time when you had to work in a team to solve a problem.   ,Accepted Offer,Neutral Experience,Average Interview,"10 phone interviews, one face-to-face, long wait time between final interview and offer, impossible to reach corporate HR. Phone interviews were often late with no prior notice. Getting status updates was difficult as it seemed there was a big disconnect between recruiting and management.",tesla
" Nothing really tricky, just questions trying to clarify various aspects of my resume. Behavioral questions as well.   ",No Offer,Positive Experience,Easy Interview,"Went to a Tesla booth at a job fair, they were conducting interviews the next day and I asked for one. Interview was one on one, standard STAR behavioral questions, the interviewer was very helpful and told me what they were looking for and gave me feedback on how well my answers fit with their company mindset.",tesla
 Why Tesla?   ,Accepted Offer,Positive Experience,Easy Interview,"Brief, phone interview followed by an in person panel then a 1:1. This was back in 2009 so Tesla was just a small company. They were looking for committed phone sales people on the ground floor.",tesla
,No Offer,Negative Experience,Average Interview,"In one word: Disrespectful. I had a phone interview with the hiring manager. He said part way through that he had heard enough and that he wanted to bring me on site. The recruiter took a long time to get back to me. I eventually scheduled an on-site interview, gave multiple days that worked for me and Tesla chose the one furthest away. I prepared a presentation that I was asked to give, filled out the application, and booked a hotel, flight, and rental car. I let my current employer know that I was going to be out that day. Two days before the interview I get an email saying they wanted to postpone the interview. I found out a few days later that they had offered the position to someone and didn't give me an opportunity to interview. Be wary, I have interviewed at many different companies and have almost always gotten an offer. This was by far the most disrespectful company I have ever dealt with during the hiring process .",tesla
 What is your past work experience.   ,Declined Offer,Negative Experience,Average Interview,"You meet several different people to test your personality, as well as to see how or where you can fit in. Then you are given a timed mechanical test to see how you do in hands on work under pressure. Once hired, they train you for whatever job you will be doing, easy enough.",tesla
 What can you offer to Tesla Motors?   ,Accepted Offer,Positive Experience,Average Interview,"Of course, had to be relatively pro-active in communcation with HR to earn an interview. Interview process was friendly and comfortable. Interviewed with related management and HR. Questions about previous engineering experience and personality, work habits were discussed.",tesla
" you have 4 bottles of water, one of which is poisoned. 2 people are willing to take specifically only 1 sip each to test which one is poisoned. How would you figure out which bottle is poisoned?   ",Accepted Offer,Positive Experience,Average Interview,"Had multiple rounds of interviews. Various types of questions including situational, behavioural and technical problems. Typically one HR interview and then one techincal, then one managerial. Nothing fancy, or unexpected, but the difficulty of questions may be tough during the technical interview. Keep your cool.",tesla
 Do you want to see the Roadster?   ,Accepted Offer,Positive Experience,Difficult Interview,,tesla
 Very technical specific to your skills and experiences. You should be able to talk in detail about everything that you put on your resume. Test your knowledge on SQL. I had to write some queries.   ,Accepted Offer,Neutral Experience,Difficult Interview,"Submit resume online > Phone interview with recruiter > On site interview with hiring manager, VP, director and 2 other engineers.",tesla
 Why did you study mechanical engineering rather than a specialized discipline like automotive engineering?   ,Accepted Offer,Positive Experience,Average Interview,"Multiple phone interviews with: college programs manager, prospective mentors, team manager, and finally the department director. Questions were generally about background and work interests, but varied depending on the interviewer.",tesla
" How flexible are you, and are you willing to adapt to constant change.   ",Accepted Offer,Positive Experience,Average Interview,Process was very long a dragged on. There was a bit of scrambling at the last minute to get people to join the interview process. This is a true testament to managers not having the opportunity to grow there team because of the demand.,tesla
 Adventures you have made?   ,Accepted Offer,Positive Experience,Average Interview,"whether you can fit into the culture, your personality, your creativity and ability to handle ad-hoc events. it was conducted over lunch and lasted for 2 hours. the overall experience was pretty interesting, intellectually fulfilling. But it happened about 3 years ago so I am not sure if the experience match with what's happening now",tesla
 Describe how you would change the culture of the company.   ,No Offer,Negative Experience,Difficult Interview,"Interviewed with Tesla twice with a total of 8 different people. After coming in twice for one on one interviews with 8 different people, called numerous times for an update on the position. Was told consistently to be patient, and that a decision will be made shortly. 8 months after initial interview, still no response from the Recruiting staff. I have assumed that I did not get the position. What a waste of time.",tesla
" Planning, project management and stress level managing. Launch methodologies at my previous jobs.   ",Accepted Offer,Positive Experience,Average Interview,,tesla
 Tell us about what you know about Tesla? Are you able to work legally in the state of California.   ,Accepted Offer,Negative Experience,Average Interview,"The phone screens are generally good. They look for if you just want to work, or if you want to work at Tesla. Initial energy from recruiting was great, but the process took so long I was almost not interested in working there anymore. They do a physical for most factory jobs. They have a test to see if you can screw things into holes for factory workers.",tesla
 How would you go about testing a calculator?   ,No Offer,Neutral Experience,Easy Interview,,tesla
,No Offer,Positive Experience,Difficult Interview,"I was required to take a 20 question online exam. Most of the questions weren't too difficult, but some could be very ambiguous. ie. Which shape is more efficient? (square, circle, or I-beam) Efficient at what?? After the exam, I had a 1:1 phone interview with one of the senior engineers, which was short 15min. They then asked me to answer 2 essay questions in writing. The CEO then red my resume and said no... That was it. The whole process was fairly quick 20 days or so...",tesla
