question,offer,experience,difficulty,interview,source
 What was the most difficult problem you solved?   ,No Offer,Positive Experience,Average Interview,"Applied through a recruiter that visited my campus in Brazil. I did one phone interview and one on site interview at the campus. I first got asked about a few details on my resumé by the recruiter, later, on phone, I was asked the general HR questions. And during my on site interview, I was asked about my projects, and also had to solve two programming questions.",Microsoft
 Find largest palindrome in a string   ,No Offer,Neutral Experience,Average Interview,,Microsoft
 5 years from now if you look back at your career in Microsoft; how would you say you have been successfull or unsuccessful   ,Declined Offer,Positive Experience,Average Interview,5 rounds of interviews - very detailed questions on real life situations by several senior technologists. Overall a very challenging interview process.,Microsoft
,Accepted Offer,Neutral Experience,Average Interview,"Different from other tech companies, Microsoft actually has a ""casual"" and ""easy"" interview process. They required at least 3 FTE reviews, includes peers, stakeholders and managers. I believe the most decisive judgement would be called by hiring manager. After that, you will get an offer.",Microsoft
,No Offer,Positive Experience,Average Interview,,Microsoft
,No Offer,Positive Experience,Easy Interview,,Microsoft
,No Offer,Neutral Experience,Average Interview,there were two algo based coding question and some questions over complexity etc plus he asked about different testcase in which can do the whole white box testing of the code. first question was on addition of two very larg number then he ask which data structure i will use itold hithat i will use list then he asked me why i told him about limitation of array size but want to listen about the requirement of contiguous memory for array then he asked me write the code . then he asked about different testcase possible in final 10 min he give me problem to find median of two shorted arrays,Microsoft
" Market Segment Specific questions on various achievements and milestones and how they are applicable to the role at Microsoft, a lot of visualization on how do address this situation or a challenge   ",Accepted Offer,Positive Experience,Average Interview,,Microsoft
 What is the one unqiue thing you would bring into Microsoft   ,Accepted Offer,Negative Experience,Average Interview,"HR response time is incredibly slow. They don't get back to mails and the whole process takes about 6 months. Once you go through one step, it takes them forever to give feedback. Hiring managers availability keeps on changing. Even the PAs are arrogant in style.",Microsoft
 Questions around troubleshooting skills in the respective technology.   ,Accepted Offer,Positive Experience,Difficult Interview,,Microsoft
" Heap, Trie, Linked List, String Algorithm, Sorting, TestCases   ",Accepted Offer,Positive Experience,Average Interview,,Microsoft
" TCP IP. OSI reference model , troubleshooting models etc   ",Accepted Offer,Positive Experience,Average Interview,They looks at basic understanding of the filed that you will work . 7 rounds of interview from mid level to senior management folks in the company. they need revamp the interview process now . should bring a expert panel and incentivize the panel by linking their performance perks to actually hiring a great candidates to succeed in the new game break neck innovation and startup disruption.,Microsoft
 .   ,Accepted Offer,Positive Experience,Average Interview,"Be yourself. Know relevant IT skills like A+, N+ ,S+ HP, etc., don't lie; we'll find out quickly.",Microsoft
 You have a tree with black and white nodes in it. The goal is to find the longest white path in a tree.   ,No Offer,Positive Experience,Average Interview,,Microsoft
,No Offer,Positive Experience,Average Interview,"Overall a professional interview experience. People were very friendly. Questions for each interviewer focused on a Microsoft competency. Examples include influence - how do you go about influencing people you have no control over but depend upon for an outcome? Always had to use examples of when you had done something in your career that met that competency. MSFT is very big and very matrixed which they realize is a problem for many people, so it's a focus of their interviews to be sure you can work in that environment.",Microsoft
,No Offer,Positive Experience,Difficult Interview,The interview process was good and they expected the basics of programming and algorithms for Test Consultants as well,Microsoft
 How do you handle conflictual situations   ,Accepted Offer,Positive Experience,Average Interview,"The interview process was long and many people to interview with but very hgih level and structured process. During interview you feel that thay don't check if you are a fit for the job only but your potential and ability to handle multiple roles. HR records everything , if not hired for a role , they use back all informations for another role. Need to be carefule on what you say",Microsoft
,No Offer,Positive Experience,Average Interview,,Microsoft
,Accepted Offer,Positive Experience,Average Interview,"I had a written interview at university for internship. After the internship, I was interviewed for full-time offer. It involved 3 technical interviews and HR interview. Interviewers were helpful and thinking out loud helps.",Microsoft
 What subjects did you like most in University and why?   ,Accepted Offer,Positive Experience,Average Interview,,Microsoft
 Cone single linked list which is having random pointers (with out extra memory and in single pass)   ,No Offer,Neutral Experience,Difficult Interview,,Microsoft
 Explain my paper which is my previous major (not directly related to my current major).   ,Accepted Offer,Positive Experience,Average Interview,"Coding test, and then interview with Skype. In the interview, I was asked to explain what I have done before and am doing now, which programming languages I am using, what research topics I am interested in, what kind of project I would like to commit, whether I would like to submit a paper to a conference or contribute some products.",Microsoft
 given a scenario to present the value proposition and why the management should select your logo designed for them   ,No Offer,Negative Experience,Easy Interview,,Microsoft
,No Offer,Neutral Experience,Average Interview,,Microsoft
" At the local mall, how many pennies are currently within the building.   ",Accepted Offer,Positive Experience,Difficult Interview,,Microsoft
 The skill test included some low level data structure & algorithm questions. They were not very hard but unfortunately I was not at my best at the second interview (also did not feel so good health wise)   ,No Offer,Negative Experience,Average Interview,"Had two phone calls , one with the manager that own the opening and one with an architect in the group. Later I had a good 1x1 interview with the team leader which also tested my skills. Couple of weeks later had another skill test interview with a senior architect which was not good. Got a mail annoucing that the process stopped",Microsoft
,Declined Offer,Neutral Experience,Average Interview,A recruiter reached me via linkedin and scheduled a f2f interview two days later in a hotel. Had five rounds of technical discussion (each 1 hour) and they told there may be one more round (may be technical). 1week later they scheduled a video call with a director (but it was actually an audio only with screen sharing). We talked about some design level ideas then he asked a technical question. I was running into trouble to setup the video call because I'd a mac (hope you understand because the video call tool was developed by MS).,Microsoft
 On Signals and systems.   ,Declined Offer,Positive Experience,Easy Interview,They usually head-hunt for the candidates.,Microsoft
,No Offer,Positive Experience,Easy Interview,,Microsoft
,No Offer,Neutral Experience,Average Interview,,Microsoft
" Interviews focused on skills, experiences and competencies... hiring manager interview focused on team fit and personal working style.   ",Accepted Offer,Positive Experience,Difficult Interview,"5 step Interview process - 3 Interviews with SMEs, 1 Interview with HR and 1 interview with Hiring manager",Microsoft
,No Offer,Neutral Experience,Difficult Interview,,Microsoft
 Given a chance what would you do to make Hyderabad a world-class city.   ,Accepted Offer,Positive Experience,Difficult Interview,,Microsoft
 a to i problem. Convert a string representation of an integer into numerical represenation   ,No Offer,Positive Experience,Difficult Interview,"It was regular full loop interview, 5 technical interviews, the last one i believe was with manager. Questions were quite standard, but a bit elevated difficulty. All interviews in different rooms, at the white board. General impression from the people that they are polite, reasonably enthusiastic and ""positive"". The ask a question, give some time to think on it, but during that time its better if you talk.",Microsoft
 what was your best acheivements ?   ,Accepted Offer,Positive Experience,Average Interview,"I got a call regarding the position and asked if I am interested to expolre the job opportunity, a conference call with HR/ recruitment consultant was completed, another 1:1 interview was done with finance and hiring manager, my impressions was increasingly positive and managed to get their attention with my passionate way of being a people manager and opportunity hunter, anotehr conference call with a corporate manager was schedulled.",Microsoft
,Accepted Offer,Positive Experience,Average Interview,,Microsoft
,No Offer,Positive Experience,Average Interview,,Microsoft
 What do you consider to be your weakest points? I always find this one to be a tough one.   ,Accepted Offer,Positive Experience,Average Interview,Phone call first then one-on-one interview.Went well ..just asked questions about my cv and myself. Wore a black suit; felt so out of place. Work environment is very relaxed and work clothing represents this. Everyone was wearing jeans etc. wear something smart but casual to interview. Interviewer was very friendly and genuine.,Microsoft
 If you had 1 month to get a project done and be 98% certain it would work how much would you charge?   ,No Offer,Positive Experience,Difficult Interview,flew up to visit microsoft and had a great time,Microsoft
" Given a set of strings. Check if a new string is equal to any of them. Here equal means the letters are the same, like abbc=bacb   ",No Offer,Neutral Experience,Easy Interview,"It was 2 round. 2 round's face to face. Each round has 1 interviewer and 1 interviewee. Just ask questions about basic algorithms and data structures, like binary search and trees. Question: How do you output the leafs of a binary tree?",Microsoft
" Given a list of numbers, find the median.   ",Accepted Offer,Positive Experience,Easy Interview,easy,Microsoft
,No Offer,Positive Experience,Average Interview,"Email, skype, no offer.",Microsoft
" Give the lowest time complexity algorithm for finding out all combinations of numbers a, b, c in an array of integers such that square(c) = square(a) + square(b)   ",No Offer,Neutral Experience,Difficult Interview,,Microsoft
,No Offer,Negative Experience,Difficult Interview,,Microsoft
" Tell me more about your background, in details.   ",Accepted Offer,Positive Experience,Average Interview,"I had five interviews, one by phone and the other four were in person. All process had taken three months. Interviews were like conversation, everything was clear and easy to understand, with no trick questions.",Microsoft
 Why do you choose to do this project. show me your thinking process   ,Accepted Offer,Positive Experience,Average Interview,I attended the Imaging Cup 2012 and got the second place in China. Then got a chance to be interviewed by 3 different groups and one of the Bing team decided to accept me as a intern.,Microsoft
 The most difficult or unexpected question posed was around the challenges I faced during my previous project.   ,Accepted Offer,Positive Experience,Difficult Interview,"On the day of off campus interviews, had 3 rounds of interviews. On getting short listed from these rounds, got an additional rounds at their campus. The interviews were predominately around coding (1st), algorithms and design and coding in the subsequent rounds.",Microsoft
 tell me about your self?   ,Accepted Offer,Positive Experience,Average Interview,good,Microsoft
 How would you test a pen?   ,Accepted Offer,Positive Experience,Difficult Interview,"After an online application, a recruiter will contact you and ask you to fill out a document that imitates an interview. If they are satisfied with what you fill in, they will contact you to arrange a phone interview. This interview is structured in the same way as the first document. After you pass this, they may schedule an on-site interview where you will have 2-4 interviews with different teams that are available. These interviews are also structured similarly as the previous ones.",Microsoft
 Sorting problem. About array   ,Accepted Offer,Neutral Experience,Average Interview,,Microsoft
 Describe a time when you had to deal with somebody who was assertive?   ,No Offer,Neutral Experience,Easy Interview,,Microsoft
,No Offer,Neutral Experience,Difficult Interview,Prepare algorithms well. Try to prove your error solving skills.,Microsoft
 Implement a BST using C++   ,Declined Offer,Neutral Experience,Difficult Interview,,Microsoft
 how would you test a simple 4 operations calculator.   ,No Offer,Average Interview,,Phone screening,Microsoft
 What are you looking to do as far as specific areas of software?   ,No Offer,Neutral Experience,Average Interview,"Interviewer asked about resume, asked me to describe some of my experiences and what I was looking for, then gave me a technical problem to solve. It wasn't that hard but I was rusty with the concept so I didn't do that well. I asked a few questions about the further interview process then left.",Microsoft
" If you had 100 floors and 2 eggs, what is the most efficient way to determine what floor is the maximum height you can drop an egg and not crack it?   ",No Offer,Neutral Experience,Average Interview,One day interview with one team from Microsoft in Seattle. Had to interview with 4 different people and 1 of those included a lunch interview. I thought it went pretty well but didn't get the offer.,Microsoft
,Declined Offer,Neutral Experience,Average Interview,,Microsoft
" You are in the room without thermometer, how do you measure the temperature outside the room?   ",No Offer,Neutral Experience,Average Interview,Skype Interview,Microsoft
 Swap adjacent nodes of a linked list   ,No Offer,Neutral Experience,Average Interview,There were few objective questions and 3 subjective questions. Finally Received NO offer,Microsoft
 How would you handle it if you were in a group of 5 working on a project and one member refused to cooperate?   ,No Offer,Neutral Experience,Average Interview,"A regional recruitment representative called me and asked me several questions about how I would handle problems in the workplace, what my job aspirations were and to gauge my problem solving skills. The interview lasted about 25 minutes.",Microsoft
 Why do you want to be a developer and not a developer-in-test or program manager?   ,No Offer,Neutral Experience,Average Interview,"Pretty typical software interview stuff, though a bit rushed due to a 30 minute time slot and the interviewer's propensity to fill the time with his musings rather than give me much room for mine. Asked about a difficult technical challenge I've faced on a project and how I handled it. The technical question involved designing a function and associated objects / data structures to determine the best next move in a chess match. Asked about my experience at one of the companies on my resume.",Microsoft
" Whiteboard programming: given a tile and a word, write a routine to determine if the word is valid. Wild card ""*"" might be present in tile and can be used for once when there is no match. For example, ""bed"" is valid given tile ""abcdefg"". ""bread"" is valid given tile ""abcdefg*"".   ",No Offer,Negative Experience,Easy Interview,The whole process was quite thoughful. First met with interviewer one day before interview for questions about the process. Each candidate was assgined with a time slot. Total duration for the interview: half an hour. First introduce previous projects. Then white board coding. Got notification in a week.,Microsoft
 What is singleton programming pattern? And how to implement   ,No Offer,Neutral Experience,Average Interview,,Microsoft
 How do you test a telephone   ,Accepted Offer,Positive Experience,Difficult Interview,"The interview process is moderately tough. The interview is completely oriented towards problem solving questions only, no technology related questions and they expect you to write the code for the problem with all the kind of testing angles keeping it in mind, in short the code should be runnable and productizable as it is. The interview mail tells clearly what they are looking in a candidate I followed their instruction very religiously and I felt it helped me a lot to get offer. For example they say ""Don't assume things, ask questions when not clear"", it happened to me during the interview, initially they will ask questions with less clarity, so here you need to bring out all the assumptions you are doing etc, you can even ask hints also if required they will help you. Basically their goal is to understand is this guy thinking in right direction and with little help is he able to solve problems ????",Microsoft
 How could you solve the subset sum problem in minimal asymtotic run time?   ,Accepted Offer,Positive Experience,Difficult Interview,"Met at a career fair, hen scheduled a face to face interview on campus. After passing through that stage was flown out to interview at Microsoft, met wig and interviewed with 4 separate people.",Microsoft
" How do u get the exact performance when we playing with a dies, if we throw it up and it get backs to our hand like that in a program. This is the question, where we spend somuch time and at any point i was not clear about the question but not sure what is the intension of the interviewer.   ",No Offer,Neutral Experience,Average Interview,,Microsoft
 Write a test code to test the program you just wrote.   ,No Offer,Neutral Experience,Average Interview,Comprised of the usual set of 5-6 people interviewing you in turns.,Microsoft
 how do you overcome a problem with a coworker?   ,No Offer,Neutral Experience,Easy Interview,"it was all behavioral questions, no technical questions at all which was strange.",Microsoft
,No Offer,Negative Experience,Difficult Interview,,Microsoft
" What would you do if you have given a wrong solution that might corrupt the client's systems, you're out of the office and you don't have their contact info?   ",Accepted Offer,Positive Experience,Average Interview,"The interview was constructive in general, first thing I met with the team manager, then a technical interview over-the-phone, and lastly an interview with the HR manager to conclude the offer which was eventually accepted.",Microsoft
 Why did you want to join Microsoft   ,Accepted Offer,Positive Experience,Difficult Interview,It was a really good interview process albeit very long ( I have 8 interviews to get my role). But they all seemed very pleasant through the interview process I thought,Microsoft
 Why Microsoft?   ,No Offer,Positive Experience,Average Interview,"Very professional, informational and interesting. I have a very good impression of Microsoft.",Microsoft
,Accepted Offer,Positive Experience,Difficult Interview,"First telephonic interview, after the telephonic interview, written test to edit and format a 30 page technical document. Then 1:1 with the technical lead and the group manager. After that conference call with the Senior Manager in US, and then the last telephonic round with the Director of the process",Microsoft
,Accepted Offer,Positive Experience,Difficult Interview,,Microsoft
" Few Coding questions at me, DOTNET Architecture (After I briefed her about my Open Source), SQL Questions (I told her about my Non Microsoft Background)   ",No Offer,Negative Experience,Difficult Interview,,Microsoft
 how do you prioritze projects?   ,No Offer,Neutral Experience,Difficult Interview,"HR focused on the technical knowledge and skills. There were 4 interviews in total. Met AA and I was told the result is all about competition. I was able to get some feedback days after. Because there were other candidates as well so I had to wait. It was always not easy to wait for the result, even if it is a bad one.",Microsoft
,Declined Offer,Positive Experience,Difficult Interview,"The interview process was mostly a mix of technical questions, puzzles and common sense questions on Management. On technical interview, I was asked to write a program that would randomly shuffle an array of numbers. On puzzles, I was asked something on pirates",Microsoft
,No Offer,Positive Experience,Difficult Interview,,Microsoft
" Describe the entire mail flow when a user clicks ""Send"" from his gmail account to an Exchange mailbox   ",Accepted Offer,Positive Experience,Average Interview,,Microsoft
 Linked list   ,No Offer,Positive Experience,Average Interview,,Microsoft
 Roleplay dealing with irate customer   ,No Offer,Positive Experience,Average Interview,Interviewed for Microsoft's college hire program. They pass you between a few hiring managers who each have a different objective. Almost entirely behavioral questions so do some research on typical behavioral questions and get some answers together beforehand. Virtually no technical questions outside of asking familiarity with Microsoft's products.,Microsoft
 A question on a current problem microsoft was trying to solve to which I actually got to contribute once I got on board.   ,Accepted Offer,Positive Experience,Difficult Interview,Interview process was very professional. I had four rounds of job related interviews and one HR interview. Questions were both analytical/technical and creative/problem solving related. It took about 1 full day. All the interviewers were smart and knew what they were talking about. Questions were also asked on the actual job functions that I would do were I to be hired.,Microsoft
" strenghts, weakness, past experience, understabd and passion for technology, etc..   ",Accepted Offer,Positive Experience,Average Interview,"a 3 weeks process but really not too stressful. I got interviewed by two collegues then the Regional Director. it was a 3 interview process. but was very straight forward. After the interview I got a final answer about 2 weeks later, and was ask to start 2 weeks later.",Microsoft
,No Offer,Negative Experience,Average Interview,,Microsoft
,No Offer,Negative Experience,Difficult Interview,"I submitted my resume at the college career fair, heard back about a week later from someone from Kelly Services (Microsoft's outsourced hiring people). The Kelly Services person didn't seem very organized. But, she did finally get me scheduled for a 30 minute phone interview. My resume & experience is geared towards a software position, but they set me up for a hardware interview, so it didn't go well. It was a 30 minute phone interview with a Microsoft employee that was very difficult to understand (and who had trouble understanding me). The questions were all on caches, pipelines, and basic logic design (most of the questions were simple, but not things I remembered). Between him asking ""What did you say?"" and me asking him ""what did you say?"" the 30 minutes went very quick, and wasn't very productive.",Microsoft
" What would you do if a client wanted to change the color of the interface of a program and that wasn't possible, and if he didn't succeed he would be fired?   ",Accepted Offer,Positive Experience,Average Interview,"First I was called for a eliminator language test (my case German). The test consisted of a 15 minute talk about me - my interests and hobbies - and afterwards a 30 grill grammar and vocabulary test. I was called after 2 weeks to be invited to a 1:1 interview. At that interview I was questioned about my interests in technology, communication and Microsoft. Then I was given a scenario: what would i do if a client wanted to change Outlook's interface color to green and it wasn't possible? I answered that i would first ask that client why he wants to change the interface color. The client answered that his boss demanded that and if he would not succeed his boss would fire him. Then i said that i would tell the client that i would send an official mail on behalf of Microsoft to the boss telling him that changing the interface's color is not possible. The answer was correct. After this interview i was called in 1 day to be announced that i had been accepted in the internship.",Microsoft
 Probability of a knight making a valid move on NxN matrix in m steps.   ,No Offer,Neutral Experience,Difficult Interview,,Microsoft
" Given the root of a binary search tree, link all the nodes at the same level, by using an additional Node* level.   ",Accepted Offer,Positive Experience,Average Interview,"The initial interview is a regular phone call and then the technical assessment stuff begins. A timed test (some questions to be replied in 30 mins), coding challenges (1 regular question about your expertise and 2 coding questions along with 2 testing questions all to be completed in 2 days), and a Lync call to write code on-the-fly with an experienced MS fellow, and then lastly, another couple of Lync calls to write both code and automated tests, and one call to talk to the group manager. If all goes well, one final call to interview with the director. I suggest that candidates should investigate some MS interview questions and answers which exist on the Internet.",Microsoft
 Why are you willing to work night shifts   ,Accepted Offer,Positive Experience,Average Interview,,Microsoft
 Tell me about a project you're worked on.   ,No Offer,Neutral Experience,Average Interview,"30 minute interview (first round) - asked some basic behavioral questions (tell me about a project you've worked on, etc.), then one technical question - no actual coding, but really just to get a sense of how you think",Microsoft
 Write a function that returns a list of the nodes of a given level in a binary tree   ,No Offer,Neutral Experience,Average Interview,,Microsoft
 About DHCP details   ,No Offer,Negative Experience,Difficult Interview,,Microsoft
" Math expression calculation, including power   ",Accepted Offer,Positive Experience,Difficult Interview,"Phone review (basic buzzwords: virtual functions, tcp vs udp), f2f interview with team lead: algorithm question and white board implemantion of math expression calculation, f2f interview with additional team lead: system design: how to design Google suggest, features, alg, arch, tests. F2f interview with manager: past projects, behavioral questions. HR interview",Microsoft
 Name a product that you think is marketed poorly   ,No Offer,Positive Experience,Average Interview,The interview consisted of an on campus interview that was behavioral and very conversational,Microsoft
,No Offer,Negative Experience,Average Interview,"The interview asked me two questions. One is to find the N th to the last node in a linked list and give some test cases. The other is that given a program that draws a line between two points in the screen, what test cases should we use to test the program.",Microsoft
 Why do you want to work at Microsoft?   ,No Offer,Neutral Experience,Easy Interview,Very simple interview. Was asked about my resume and my motivation for applying to work at Microsoft. No technical questions. Was asked a brainteaser and given a pad of paper to work through solving it. Interviewer was very pleasant and asked if I had any questions. Dress was meant to be casual. Was vaguely told to hear back from them in about three weeks.,Microsoft
 No diference from other companies - regular questions   ,Accepted Offer,Positive Experience,Average Interview,"No diference from other companie, fisrt a phone screen than 3 to 4 interviews, no tests, no business case needed, just interviews and conversation about your preview expeirience. the last interview this COO takes las than 15 min.",Microsoft
,No Offer,Neutral Experience,Average Interview,"Attended a networking event, and was inviited for an onsite 4 hour interview.",Microsoft
 How would you create a tree data structure   ,No Offer,Positive Experience,Average Interview,"Got a first round interview with Microsoft when they came to the career tech fair that semester. It was helpful to talk with the engineering representatives rather than a official recruiter since you can usually convey your interests and technical projects better and with more insight, generally be more memorable. Then in the following few days, the on-campus recruitment team will select individuals for the first round of interviews.",Microsoft
 Sort a list of numbers in ascending order using two stacks   ,No Offer,Positive Experience,Average Interview,Interviewer was nice and personable. He Asked a few questions about my resume. Had one coding question involving sorting a list of numbers in ascending order using only two stacks.,Microsoft
,No Offer,Negative Experience,Average Interview,,Microsoft
 what is your question before we get started?   ,No Offer,Neutral Experience,Average Interview,,Microsoft
 How to create excel header string   ,No Offer,Neutral Experience,Average Interview,,Microsoft
" If you are chosen for this role, what qualities will you bring to the table?   ",No Offer,Neutral Experience,Easy Interview,"One of the most frustrating things Microsoft does as a company is post a job opening with an employee already identified to fill the role. They put people through these exhaustive day long interviews for nothing. The have to ""by law"" post a job for 5 days before placing the identified person in the role. This is a waste of everyone's time.",Microsoft
" Given three integers as input, write a function that tells whether it is equilateral, isosceles, or right triangle. if it is not a triangle, it should say so as well.   ",No Offer,Positive Experience,Average Interview,"Applied via College Recruiting Center, got an email from HR. The interview was conducted on campus. HE first asked me why I was interested in PM, then we talked about the difference between general dev role as a software engineer and the manager role as PM. Also talked about my research experience, and asked me some follow up questions about it. Then he asked me a short coding question to work on for the remaining 10 mins. The interview took 30 mins total.",Microsoft
" Design question and behavior question, and questions about my school projects   ",No Offer,Neutral Experience,Average Interview,"Met Microsoft recruiter during a conference. Got an interview during the conference after submitting my resume. Then a few weeks later they told me they would like to fly me to Seattle. But they didn't tell me which team I would be interviewing with. Perhaps my background is not very easy to match. In Seattle, I had three interviews with a team and found that it was not the kind of team I was looking for. They also detected the lack of my passion so I failed.",Microsoft
 Describe an text auto-complete product   ,No Offer,Negative Experience,Difficult Interview,Had a one on one campus interview for Program Manager intern position. Interview was 30 mins long with general questions (no technical) and no feedback. Very ambiguous and I'm not sure there were any slots left for the position.,Microsoft
 how to make a clock for a blind person   ,No Offer,Positive Experience,Average Interview,,Microsoft
,No Offer,Neutral Experience,Average Interview,"There was a career fair I went to where I met recruiters and a program manager and software engineer. i spoke with them about my interest in cognitive science. It helps to pitch yourself and your ideas rather than let them talk to you. They liked my ideas and who I was I think and sent me an invitation to interview and attend a pre-interview session. I spoke a great deal asking the right types of qs at the pre-interview session and because I outshined everyone else I assured myself entry into the next round. However at the on campus interview they realized I suck at coding, I have taken very basic courses, and it was not enough to be a program manager. The person I interviewed with said he loved my communication skills and what I was about but I would get killed in the next round of coding questions. They never emailed me back to tell me yes or no I just assumed no.",Microsoft
 Describe a time you hit a roadblock and how you overcame that challenge.   ,No Offer,Neutral Experience,Average Interview,,Microsoft
,No Offer,Neutral Experience,Difficult Interview,They flew me to Seattle and the interview took a day. I had four rounds interview and the lunch break was considered as one interview also.,Microsoft
 What's your weakness?   ,No Offer,Neutral Experience,Easy Interview,"Seemingly well organized day, starting with the presentation of my work to less people then planned. Followed by 1:1 interviews with people begin brought in last minute. One accompanied me for a lunch interview and I would get to know if I'm continuing to interview after then. Switch in interviewers due to their availability continued in the afternoon. I meet with 7 people 1:1, finishing with the studio head. The culture of spending money on outsourcing instead of spending efforts on resolving production issues is apparent. The pressure to deliver seems to be extremely high for them to only consider rushing through immature processes.",Microsoft
 Build a bit adder using mux   ,No Offer,Neutral Experience,Average Interview,"first interview phone interview, applied through online application. The company contact first by email and then call. They also set up a virtual meeting where interviewee can write on white board.",Microsoft
,No Offer,Positive Experience,Easy Interview,,Microsoft
" convert a number of data type string to int, in a pseudocode   ",No Offer,Positive Experience,Easy Interview,"The interviewer was nice and non-intimidating, and understanding of my reasons for wanting to get a job instead of going to grad school as a physics major (he told me he got a PhD in physics before leaving academia.) After a few fit questions about why I want whatever position, and answering some of my questions about the workplace structure, etc he asked me to write a function. The goal of the function was something like converting a string into an int data type. I thought I did it reasonably fast and made one silly mistake, but got cut.",Microsoft
 How do you find your current job?   ,Declined Offer,Negative Experience,Difficult Interview,It was tiring. Had a long day at work and still had to come down for interview,Microsoft
" Consider a lift lobby where people are waiting for the lift. Now when lift arrives people get in irrespective of who came first. Thus, the person who came first keeps waiting and others keep getting in. Design a lift system which can solve the problem of this person.   ",Accepted Offer,Positive Experience,Difficult Interview,1 telephonic interview followed by 4-5 rounds of 1:1 interview in Company premises. Mostly design questions asked in each of the interviews. Some interviewers also asked mathematical question and very basic programming question. Rest of the interview was resume based.,Microsoft
,No Offer,Positive Experience,Difficult Interview,"I was referred by the Chief People Officer and received an email that same day by a recruiter. We scheduled an interview for two days later. He asked behavioral questions and tried to figure out how I thought. It lasted about 45 minutes. I applied to the general Sales/Marketing position online but when I interviewed was told I was under consideration for a Business Development position. He asked about my experience, my school work, about Microsoft products, and company culture.",Microsoft
 Have you delt with a difficult customer - what what the situation and how did you deal with it?   ,Accepted Offer,Positive Experience,Difficult Interview,Was initially contacted by a recruiter from my LinkedIn profile. Consistently well-organized and professional process. Three phone interviews - the first describing how they felt my experience fit the position and the last two were more technical ensuring that I knew the product architecture using specific customer scenarios. I was then flown out to an office and had three seperate on-site interviews that focused mostly on consulting skill set. It was a well performed conversational interview process and a low-stress experience.,Microsoft
 Populate a database and extract these types of records using these queries.   ,No Offer,Neutral Experience,Difficult Interview,"Applied online after meeting a recruiter at my school. Had a very informal behavioral phone interview with a lady in HR. Was invited down to Charlotte, NC for the weekend to meet other candidates and employees. After a night of dinner on them, it was about a 3 hour long process with 4 directors/managers that was a good mix of behavioral, experience and technical skills.",Microsoft
" ""If you had to house the entire Microsoft India operations into ONE building, how would you design it? Which parameters will you take into account?""   ",Accepted Offer,Positive Experience,Average Interview,,Microsoft
,No Offer,Negative Experience,Average Interview,"The Questions were really worthless... like computing factorial of an integer, extract vowels from a character array... The interviewers were really unprofessional and were not even ready to listen to what I was trying to explain...",Microsoft
 Which companies do you admire for their marketing?   ,No Offer,Neutral Experience,Average Interview,"Focused on general marketing questions, non-tech related",Microsoft
 explain how you think you would work in our organisation long term?   ,No Offer,Positive Experience,Average Interview,"Initially appeared very organized, but that changed quickly, interview schedule wasn't followed, very slow process and no continuity in the process. The actual interviews were very good, but the overall process very disorganized",Microsoft
 What do you know about our products and services? Which of them are you most interested in?   ,No Offer,Neutral Experience,Average Interview,Moved along quickly.,Microsoft
,No Offer,Neutral Experience,Average Interview,Interviewer was a new manager and was not professional and very inexperienced. She said it was nearly impossible to get into MS as an outsider- during the interview!!,Microsoft
" A coding round with respect to tree inorder traversal and predecessor, etc.,   ",Accepted Offer,Positive Experience,Average Interview,,Microsoft
,Accepted Offer,Positive Experience,Difficult Interview,"The interview process was smooth. they asked me to walk in on saturday, but could manage to get only round done. They asked me if I could wait longer or preferred coming again on Sunday. I chose to come again on Sunday. Appeared 4 rounds on sunday and had an offer at the end.",Microsoft
 A lot of questions about trees and design.   ,Accepted Offer,Positive Experience,Average Interview,"One written round, followed by 4 face to face interviews. Each round tested on different facets- basic coding, testing, UI, design. None of the interviews were stressful. The questions in the written test were mundane and extremely simple. The face-to-face interviews were more challenging and stretched my mind to explore more possibilities.",Microsoft
,Declined Offer,Neutral Experience,Difficult Interview,,Microsoft
,Declined Offer,Negative Experience,Easy Interview,It was just behavioral questions as mentioned here..,Microsoft
,No Offer,Positive Experience,Easy Interview,,Microsoft
 write a sub string in a string   ,No Offer,Neutral Experience,Average Interview,Interview for SDET. Asked questions about how to find a substring in a string.,Microsoft
 Find the heaviest ball among 9 other similar balls using a libra   ,No Offer,Positive Experience,Average Interview,,Microsoft
 Open-ended design on a word search generator   ,No Offer,Negative Experience,Difficult Interview,,Microsoft
 Most scenario based questions.   ,Accepted Offer,Positive Experience,Difficult Interview,Very detailed. Be ready to deep dive into the questions and get on the board to write the full details. Also ask questions to interviewers to clarify the problem. Be ready to deep dive into the questions and get on the board to write the full details. Also ask questions to interviewers to clarify the problem.,Microsoft
" - Past experience, why to change, what I expect from the company, family, hobby, etc.   ",Accepted Offer,Neutral Experience,Average Interview,"I was referred by a friend due to my skills and past positions. Got a call from the hiring manager to visit the place. The interview process start w/ the hiring manager, them had another round with HR consultant. Another phone Call, some forms, English/ Portuguese test and than offer",Microsoft
,No Offer,Positive Experience,Average Interview,"Applied online to Microsoft University for a summer internship. Got an email a couple weeks later from a recruiter saying that they will have a 30 minute phone interview considering me for SDE, SDET and PM, after which I may be called on-site to interview with a specific team and for a specific role. The recruiter called 8 minutes after the assigned time, and the interview lasted 33 minutes. He made me feel at ease by some general introductions, and then asked all the general questions.",Microsoft
