interview,question,offer,target_variable,difficulty,source,length
Long winded interview process with 3 phone screening sessions and 1 onsite with 4 back to back interviews. After the interview I was told to expect feedback at the very least on how the performance went.,,No Offer,0,Difficult Interview,pinterest,203
"I was given a take home project before the interview which I was expected to spend between 20-40 hours on. I could see the other candidates who were interviewing for the position on the shared Google Doc. When it came time for the actual onsite, only one person actually attended (out of the group of 8 I had been told would attend. I was never given a reason why I wasn't offered the role, but I was a lot more qualified than the other 2 candidates I knew were interviewing, and likely would have been a much more expensive hire if they had wanted to make a competitive offer. All in all, given their recent layoffs I think it all worked out for the best!", How are you a good host? (in your life)   ,No Offer,0,Average Interview,airbnb,656
"After an HR screening call, had a series of three interviews at HQ; however, the 4th interviewer had an unexpected trip, so we had to reschedule for a video interview that evening. the HR person told me the day of my onsite interview was 'Formal Friday' (a weird dress up day) and I didn't have to participate but 'it would help.' I put together an interview outfit that tried to make a nod to this, but it threw me! No one I interviewed with was rockin' 'Formal Friday.'", What would you do in the first 30 days?   ,No Offer,0,Average Interview,airbnb,471
Great process with the recruiter for one on one scan and pre-interview prep but face to face was super formal and not conversational. Interviewer seem robotic and not very interested in actually getting to know me as a possible employee. Interviewer was also 10 minutes late., Name negative feedback you were given.   ,No Offer,0,Average Interview,airbnb,275
They reached out for me to complete their video interview. I didn't make it past the video interview round. The interview was confusing as it showed the question and then gave you about 15 seconds to think before responding., Why Airbnb?   ,No Offer,0,Average Interview,airbnb,224
"Applied online. Recruiter contacted me nearly two months later and scheduled a technical phone screen with an AirBnB engineer. Interview was 45 minutes on coderpad, because they want the code you write to run as opposed to usual whiteboard-type coding."," Interviewer started by patting herself on the back by pointing out that she was unbiased because she didn't look at my resume before the interview. She then proceeded to ask me to either reinvent Dijkstra's algorithm in 45 minutes or remember it from school, thereby being biased in favor of new grads/current students. AirBnB is not interested in talented engineers with 5+ years of experience.   ",No Offer,0,Average Interview,airbnb,252
Applied online. Coding Challenge given about 2 weeks after applying. Extremely hard question about trees with a timer for 1 hr. Would recommend a lot of practice beforehand and also somewhat based on luck because some of the challenges were easier than others. Mine was around LeetCode Medium - Hard difficulty. Rejected about 1 week after challenge., Coding Challenge   ,No Offer,0,Difficult Interview,airbnb,350
"The whole company was under the marketing umbrella and it was actual sales/retail. I found out after driving to the interview. There was absolutely no mention of sales, until I asked specifically what the salary was and he mentioned commissions.", Where do you see yourself in 2 years.   ,Declined Offer,0,Easy Interview,airbnb,245
"Applied through LinkedIn, got contacted the next day by a recruiter. She was helpful and explained the role and that there would be a technical challenge that would take 72 hours to complete. It was a lengthy assignment that was not hard, but was very tedious and would require longer than the allotted time to do thoughtfully under any other circumstances. Got an automated email less than a day after completing the assignment rejecting me. Given they are asking you to take considerable time to do their take home assignment, it was the least they could do to have a real person email me."," Data manipulation, understanding two-sided marketplaces, logistic regression   ",No Offer,0,,airbnb,591
Got the job. Told them I was allergic to dogs. They told me to take meds or don't take the job. They said it in a very nice way though. Discrimination feels horrible. I can get an asthma attack from dogs. It's unfortunately that they have an environment that can kill me and won't do anything about it.," They gave me a homework assignment to analyze some data. Asked some SQL questions (how to use joins, group by, etc)   ",Declined Offer,0,Average Interview,airbnb,302
"Don't do it!!! It's been mentioned previously but this process will suck the life out of you. The organization is so disorganized and every step of the process from getting feedback from the HR screen to the actual take home exam, takes days/weeks to hear back. The onsite is a mess. The managers for mine failed to show up yet still wanted to see my powerpoint. Don't waste your time unless you don't have other alternatives."," Tell me about a time when you faced a challenge, how did you overcome it.   ",No Offer,0,Average Interview,airbnb,426
"Hiring process was a mess. Recruiter had no idea what she was doing, people I met with asked very few questions about the actual work, and managers seemed a bit clueless and focused on the wrong things. Overall, was a waste of time.", Are you a methodical or go with the flow designer?   ,Declined Offer,0,Easy Interview,airbnb,232
"They clearly looking for number, not a quality candidate! No signatures in emails or any personal touch in interviewing. I was given a pitch project, before confirming joint interest. Does not share up-front that this Contract role is through an agency.", Why are you a good fit for the role?   ,No Offer,0,Easy Interview,airbnb,253
I applied online and spoke with the recruiter who really liked my background. I then spoke to the hiring manager who had about the same amount of experience that I have. He said they’d be in touch within about 8 days. I then got an automated rejection email from a no reply email address as if I hadn’t even had interviewed. Overall a negative experience with the rejection method., Why Airbnb   ,No Offer,0,Easy Interview,airbnb,381
"Recruiter screen followed by 2 phone interviews. They have one of the worst and biased interview process out there. Even after solving the questions on both the interviews and providing optimal solutions, still got rejected. Both the interviewers started with the questions without any introductions and hung up right at 45 min (didn't even let me ask any questions). I hope they fix their interviewing process and train their engineers on how to take interviews.",,No Offer,0,Difficult Interview,airbnb,463
"Enthusiastic and positive on site interviews over multiple days with 10 people, was a ""top candidate"" and then they never let me know and did not return calls or emails. Ghosting is real, and considering how much emphasis they put on their core values during the interview process it's amazing if they don't see the irony of their behavior.",,No Offer,0,Average Interview,airbnb,340
"Unprofessional. Twice, 2 different interviewers did not show up for the Interview. And the irony is that the position is for ""Customer Experience"". Overall , the worst experience in my 25 years of professional life", The screening interview is standard. Nothing special.   ,Declined Offer,0,Easy Interview,airbnb,214
Recruiter does not do the own duty and keeps the candidate keep waiting for days and days. Totally unpleasant experience and makes candidate feel very disrespected. Total process is with 6 steps. The initial stage is phone screening by a recruiter-hiring manager interview-peer interviews 2wice-cross functional intervies 2wice,,Declined Offer,0,Average Interview,airbnb,327
"The reeled me into couple of interviews before they asked me to write a presentation for their product. I found that thing ridiculous that they will ask us to free work for them. It wasn't a dummy project. They literally wanted me to make presentation on issues and suggestion for AirBnB. I am not a fan of free work. I wondered how many people they ripped and stole the idea. In any case, they are making candidates to do free QA for them.", Create a presentation as a PM on how you will improve the AirBnB.   ,Declined Offer,0,Average Interview,airbnb,440
"I submitted my resume online and did not get a response. I then found an internal contact who reached out to a recruiter. The recruiter reached out to me to ask for my availability for a phone screen, but then did not respond to my email (+ follow up) for weeks. During the phone screen he said I would hear back by the end of the week. I didn't hear anything, so I followed up, again no response. They never got back to me."," Didn't really ask questions, mostly just told me about the role   ",No Offer,0,Easy Interview,airbnb,424
"Phone Screen, Video Call, On-Site - unfortunately the entire process took over 3 months and it was difficult to gain any traction or groove. At times, wasn't sure if I was still a candidate and after my final on-site, the HR coordinator never followed-up. Instead, I was sent a link to anonymous survey about how the ""hiring process"" was. Unbelievable. No wonder the company is in deep trouble now and may never be able to adjust its business to the post-COVID world.", Walked through different hypotheticals of how to approach problem sets or issues   ,No Offer,0,Average Interview,airbnb,467
"Airbnb, I expected more from a hospitality company. Fully ghosted by the recruiter after she flaked 3 times: After Recruiter reached out to me for a phone prescreening, I scheduled a call on her calendar for the coming Monday. She called me 25 minutes after our scheduled time, so I asked if we could reschedule to another day, which she said we could on Wednesday. At the scheduled time on Wed, she didn't call, so 15min after our scheduled time I emailed her asking if we were still on. After 45 minutes, she emailed me back with no apology, and rescheduled again to Friday. On Friday she called me 30 minutes earlier than the time I can confirmed with her via email, and when I called and left a voicemail at our scheduled time, she never responded. Never heard from the recruiter again. Airbnb, do better."," I was never asked a question, she cancelled on me 3 times, before ghosting.   ",No Offer,0,,airbnb,809
It was really hard. The guy didn't give me any hints and I have to think by myself. I don't understand the meaning of been silent and unhelpful. I think Airbnb is by far the most difficult interview that I have ever been given., He asked me something that I have never seen on Leetcode   ,No Offer,0,Difficult Interview,airbnb,227
"I interviewed for a Community Engagement Project Manager role at Airbnb’s Beijing office. I completed 7 interviews in total; 4 interviews with reporting lines and 3 cross-functional interviews (CVI: core value investigation). CVI usually takes two rounds here in China, but the first two CVI interviewers had a disagreement, so I had to do a third.", What is the biggest mistake you've made by far?   ,No Offer,0,Average Interview,airbnb,348
The interview process was really challenging. After I submitted my application I heard back that I didn't get to even the interview round even though I attend an ivy league. This made me really frustrated as to why I didnt get it.,,No Offer,0,Difficult Interview,airbnb,230
"Spoke to the hiring manager and then another team member on the phone. I was asked to come in for an in person interview, but they had to figure out when they were coming to town and they were going to let me know. Then I never heard from them after that.a"," Basic phone interview questions: about my past experience, what I'm looking for, etc. I did this twice.   ",No Offer,0,Average Interview,airbnb,256
"Recruited by a staffing agency with which I had a prior relationship. There was one 45-minute videoconference with the client, and I received an offer 20 minutes later. Total time from finding out about the offer to accepting the position was less than a week.", How would you handle an engineer downgrading the severity of a vulnerability just to extend the SLA?   ,Accepted Offer,0,Average Interview,airbnb,260
"3 phone interviews in addition to recruiter and then 8 in-person interviews. Started the day with presentation to a panel followed by 1-1 interviews. 2 were ""cross-functional"" personality interviews. They promised to get back in a week but never did.", Why work for Airbnb?   ,Declined Offer,0,Average Interview,airbnb,250
horrible inteview process. random inexperienced interviewers. below par technical standard. high attitude. Not worth the time. Will not recommend to a friend. Long process... phone screen. Poor coordination. Acts as if they are doing the candidate a favor., vague   ,Declined Offer,0,Easy Interview,airbnb,256
"It was a fairly relaxing process. You can tell whether or not you are moving forward with them base on the recruiter's responsiveness to your email. It's a really long process, and it's all through the web.", Why Airbnb   ,Declined Offer,0,Average Interview,airbnb,206
The process started with a phone screen with a quick decision to follow up. Another phone screen with a different person resulted in an onsite invitation. The onsite interview was broken up with 30 minute sessions with 5 people.,,No Offer,0,Average Interview,airbnb,228
"The interview process was simple and informal. I felt comfortable with most of the people. I received an interview by only submitting my resume, so this is the only reference they had when they began the process, despite my urgings to check my online profile. I feel that they made a judgment based on very little information.", How were you able to finish a project with little resources or assistance?   ,No Offer,0,Easy Interview,airbnb,326
Unprofessional interviewer. She can't stop checking how she looks like on the camera and keeps fixing her hair. She looks like she was somewhere coz she was certainly not paying attention to what I was saying., Give an example of a difficult situation and what did you do?   ,No Offer,0,Easy Interview,airbnb,209
"12+ interviews over several months. Some by video, some by phone, and a full day of onsite interviews. Additionally had to do a take-home assignment and then present the deck to 8 people.", Why are you interested in this role?   ,No Offer,0,Difficult Interview,airbnb,187
"Contacted by recruiter online, and got 2 phone screens. Both phone screens were bad experience. The interviewer in the first question seems to be working on her own work, and was not answering my clarifying questions. I felt like talking to a wall. Second interviewer was the same thing, kept repeating the question without clarifying it. I imagined working here and you were suppose to work on a project and all your peer or manager could tell you is do xxx, oh u mean a, b, c? Just do xxx. *this is where I roll my eyes*", Create iterate from list of list   ,No Offer,0,Average Interview,airbnb,522
"Had hackerrank, and then phone interview. Phone interview asked about code I wrote for the hackerrank challenge, but I had not seen the code for almost a month, so I felt unprepared. Interviewer was hard to hear, spoke in broken English"," Time complexity of my code, how would improve it?   ",No Offer,0,Average Interview,airbnb,236
"Applied via internal referral, recruiter emailed me promptly and set me up for a technical phone screen. During the tech screen, the interviewer was silent for the entire call. Someone else here on Glassdoor mentioned they had the same experience (so you prepare for the tech phone screen to be entirely you talking+coding, with the person on the other end not giving you any verbal feedback or hints). I let this get to me, I got really nervous and lost my train of thought several times. Though I felt I had a decent approach by the end, I wasted most of my time on a bad approach and didn't have time to optimize or print out the result. Got an email a couple days later that said I didn't pass the phone screen.","You’re given an array of CSV strings representing search results. Results are sorted by a score initially. A given host may have several listings that show up in these results. Suppose we want to show 12 results per page, but we don’t want the same host to dominate the results. Write a function that will reorder the list so that a host shows up at most once on a page",No Offer,0,Difficult Interview,airbnb,715
"Airbnb is a Pyramid Scheme, Long interview process filled with questions unrelated to the job posting. Long process, many incentive package offerings, failed short lived opportunities poor administration, aggressive management.", Application Security   ,Accepted Offer,0,Average Interview,airbnb,227
I was explaining my past projects and the interviewer questions my explanation with biased mindset. He does not understand the technology I am using. He keeps mentioning the technology he knows well without trying to understand my project.,,No Offer,0,Difficult Interview,airbnb,239
"The HR was really nice and friendly. They scheduled the coding round first. There was a 60 minute HackerRank challenge which had one question on pagination (I used python). Simple enough, just time consuming. After that I had a follow-up call with one of the engineers about my code who was just extremely rude and uninterested. Did not really find it comfortable.", Complexity of the code   ,No Offer,0,Easy Interview,airbnb,364
Be careful about interviewing here if you are a minority. They have a process called the “Rooney rule” which means before they make a hire they have to interview a certain amount of Black or Hispanic candidates before they can make a hire on any given position. Thus you may be asked to interview with zero intention of hiring you! They just want to go through the motions to appease this rule. Some of the signals can be if you are contacted months after you apply and they ask “if you are still interested in interviewing” or you are rejected the following day via email before normal business hours. Use your time wisely and be cautious!, Standard behavioral questions   ,No Offer,0,Average Interview,airbnb,640
An Airbnb recruiter reached out to me. I did two phone interviews total. My first interviewer took place with a software engineer who was engaged and interested in what I was talking to him about. The second interview the software engineer was not engaged at all and did not want to give any hints. I felt anxious and my mind went blank. I did not do well in the second phone interview. I got an email seconds after we ended the call. Rude! I put a lot of time into prepping for Airbnb. I will not be working with this recruiter ever again.,,No Offer,0,Average Interview,airbnb,540
"Called with HR and they gave me a design exercise which takes 4 days. I made the design deck and sent it to hiring manager interview. But after 2 days, they just sent me not accepted and move with another candidate even without hiring manager call. I felt I wasted my time and effort because I didn't have any chance to present what I prepare.",,No Offer,0,Difficult Interview,airbnb,343
"The interview process was fairly straightforward and mostly efficient, prior to face-to-face interviews. Post in-person meetings, the recruiter disappeared for awhile, only to remerge with excuse after excuse regarding why a decision was not made. Six weeks after in-person interviews, still no decision as the 9+ people who interviewed me were “still evaluating what the primary responsibilities were for the position.” Only after telling them I️ had other offers, they contacted me, nearly two months after interviewing, that the role was being eliminated. Leadership inefficiencies were picture clear, unable to make quick decisions.", Why Airbnb?   ,No Offer,0,Average Interview,airbnb,636
The interview was completely ridiculous. 1/2 way through the interview process I wanted to get up and walk out! They left me alone for lunch and asked me to text them when I was done. WOW!,,No Offer,0,Average Interview,airbnb,188
"Had an initial interview with the recruiter. He spoke very positively and said he would pass my info along to the team. Then, nothing. I wrote multiple emails following up and no response at all. Fine if they didn't want to move me further but a response at miminum would have been nice for a company that sells their culture and says they value openness so much.", Tell me about your background   ,No Offer,0,Average Interview,airbnb,363
"Applied on the onsite career site, was contacted by recruiter to take HackerRank online coding challenge. They don't even give you a phone interview call, no matter what your experience level is or which reputable tech company you're coming from. Automated testing using HackerRank robot is not the right way to test experienced engineers. If we are spending our valuable time, it is fair to expect the employer to have the same skin in the game.", NDA   ,No Offer,0,Difficult Interview,airbnb,446
They give me a take-home challenge to finish within 48 hours. It's an experimental design and asks me to analyze the data. They are looking for suggestions for evaluating the future of this change., How can you report the statistical results to a non-statistician staff.   ,No Offer,0,Difficult Interview,airbnb,197
Don't bother applying for a job at Airbnb if you're over 35. This company is ageist. Recruiter interviewed me for a job that had been completely changed the night before. She knew it but didn't bother to tell me until I asked more about the job at the end of the interview. Had I know at the start I would have pitched a completely different but relevant set of skills. Shameful recruiting process., Normal interview questions - tell me something about yourself and why you'd be a good fit for the position.   ,No Offer,0,,airbnb,398
"I applied for this position in May, but I did not receive any email until July. It was a digital interview, they asked me some questions about me but they were not related to the position regarding my experience. Three weeks later I received a rejection without feedback.",,No Offer,0,Easy Interview,airbnb,271
It seems the hiring process is very strict and weird. I had a telephonic interview for 45 minuted. The interviewer did not ask me any question about my background and directly jumped to the coding question. They use coderpad for the interview. The question was of medium difficult and I was able to provide a correct and runnable code in the end. But I think they were expecting a quicker and perfect answer. The interviewer was rude too. He said are you sure you work in Java because you have not indented your code properly everywhere. I was shocked as I think it is not possible to indent your code perfectly in 45 min and anyways who do it on their own nowadays when you have pretty good IDE, He gave me a NP problem with some menu items and their prices and a budget. I have to provide all combinations of menu items that satisfy the exact budget. The prices can be in decimal   ,No Offer,0,Average Interview,airbnb,695
"2 round phone screen, 1st display search result with pagination, 2nd implement 2d iterator. Basically there is not much communication with interviewer, I just coding and explains the solution, and interviewer seems agree with everything.", interviewer asked me to implement 2d iterator   ,No Offer,0,Average Interview,airbnb,237
"I was contacted by a recruiter. The recruiter was great and very professional, and made sure to stay in touch while she waited for the hiring manger to take next steps. The phone interview with the hiring manager was very frustrating. I could tell immediately he was not interested in me, so I am a bit confused why he even decided to hold an interview. He was short, and was very rushed to get off the phone. Waste of everyone's time.", Questions were generic interview questions. Nothing really stood out as difficult.   ,No Offer,0,Average Interview,airbnb,435
"A recruiter reached out to me via email. We scheduled a phone interview for the following week. The interview used CoderPad. My interviewer went straight to the question as soon as he called. He also wasn't very helpful in nudging me along when I got stuck. Overall, the interview felt a bit cold compared to some of the other unicorns I've interviewed with. Later in the day, my recruiter called to let me know they wouldn't be moving forward with my candidacy.", Variant of a Leetcode hard problem   ,No Offer,0,Difficult Interview,airbnb,462
About a month after submitting my application I was contacted by a recruiter who gave me a few times and dates to choose from for a coding interview. I was later contacted by a developer who was somewhat unpersonable and immediately gave me the coding challenge which I was to complete in coderpad with the developer watching.," The problem which I was meant to solve required knowledge of an incredibly specific algorithm, and, unfortunately, one I had never been exposed to.   ",Declined Offer,0,Difficult Interview,airbnb,326
"Phone call with recruiter, phone call with junior manager, followed by a phone call with senior manager. The senior manager was the least personable phone call I've ever had. She was completely disinterested in the answers to the questions she asked. They decided not to hire and didn't bother telling me. After a week of hearing nothing I emailed the recruiter and found out they weren't moving forward.", How would you measure the effectiveness of our operations team?   ,No Offer,0,Easy Interview,airbnb,404
"I was referred by a friend and then contacted by a recruiter. He scheduled the phone interview in a couple of days. The interview experience was really bad. The interviewer had a thick accent, he was Chinese and I find it a bit hard to understand. He presented himself as working at a different company than Airbnb (lol), corrected himself and then we jumped right into the coding question. He copied an example of input and that's it. I had to write the requirements by myself. I explained my solution and he said to code it. Then, 30 min of my monologue followed. The interviewer put himself to mute and didn't answer any of my question. Probably he thought I was just asking rhetorical questions. He did not communicate at all. It was really awkward. I think they should prepare more the interviewers, because they do not have any idea of how to hold an interview."," Given a list of host_ids, put them in pages of size 12 and make sure you don't have any duplicates (as possible).   ",No Offer,0,Average Interview,airbnb,867
"Applied online, about a month later was contacted by manager of research team to set up a phone interview. Interview was fine and lasted about 30 minutes. Said I would hear back about the position in a few days. The next week I received a generic email blast from the HR department notifying me that I didn't get the position. The next day the job was reposted on the Airbnb careers page. I reached to the manager I spoke with asking for feedback and never received a response. Having taken the time to speak to with a someone, I think I deserved an email from the manger.", Do you have any data analysis skills?   ,No Offer,0,Easy Interview,airbnb,572
"I interviewed with 8 people over 2 weeks, endless rounds of interviews with no structure or logic. They are horribly disorganized with interviewing, asking me to add another interview the next day with no respect for persons schedule. When 8 people interview you eventually someone will not like something, the best way to find the most neutral persons possible, nothing outstanding, nothing negative. I have degree from Harvard, and MIT and that turned them off, like really? And the people who worked for agencies are very rude when interviewing, I thought this was supposed to be a nice company. I was not going to accept even if they offered me because I could tell they were disorganized."," Endless questions, don't even try and figure them out.   ",No Offer,0,Difficult Interview,airbnb,693
"While I did not ""expect"" an offer, I did expect them to at least tell me ""no"" via phone since I went through 4 rounds (incl. phone screen, day of interviews, video interviews) over a 5 month period. Clear they don't value people.", Why do you want to work here?   ,No Offer,0,Average Interview,airbnb,229
"OK. I got call through referral and gave telephonic interview. The interviewer was late and call was very noisy and hard to understand, even after repeatedly saying it's hard to understand the interviewer continued the call and at the end the interview ended earlier.",,No Offer,0,Average Interview,airbnb,267
"Applied online. Got contacted back by a recruiter 2 days after for scheduling a technical phone interview. Interviewed twice. Both of my interviewers were foreign (asian, probably chinese) and had hard accents to understand. I had to ask them more than once to repeat what they were saying. The first question was fair, the second was simply poorly worded. Interviewer called ~30 minutes late. I was annoyed by how interviewers simply copy and pasted questions from a question bank and asked me to read it. Even after wasting half of the interview trying to understand the question, given inconsistent variable naming, and a prompt with unclear examples. Even my second interviewer admitted that the question should be rephrased.", Questions were not hard. They tried to take regular brain teaser questions and make them seem practical but putting on a fictitious context (Airbnb has this problem...).   ,No Offer,0,Average Interview,airbnb,729
"They offer you either phone interview or online test. would recommend online test and cheat as the level of questions is freaking hard. If you go for phone interview, the phone interview is gonna be harder as the level of questions is too high",,No Offer,0,Difficult Interview,airbnb,243
I got a phone interview through employee referral and it was pretty standard. It was a bummer I didn't get a second phone call although I thought I did pretty well. I guess they are also cutting budget to hire interns., Find duplicates   ,No Offer,0,Average Interview,airbnb,218
"Scheduled for a full day interview loop which consisted of doing a 2 hour exercise based off of a prompt. I then presented the exercise to a group of PMs, designers, engineers - who would all interview me 1:1 for rest of the day. Generally very poor engagement from the interview panel, really broad prompt that was pretty near impossible to answer in 2 hours, and follow up interviews which were supposed to dig deeper into my presentation never even touched on it.", Prompt was around driving supply-side growth for certain markets   ,No Offer,0,Average Interview,airbnb,466
"Did an approx 1.5 hour video chat interview with what would be my direct supervisor plus his supervisor. Interview went well, was professional. Was told I would hear either way in 1 to 1 and a half weeks. I did not. Follow up was very unprofessional. I had to email twice and got no response the first time and a generic email the second time. Was contacted via email today through a generic rejection email I was not selected. Not impressed.", What would you do in a scenario where residents were ready to testify at a hearing then a bunch change their minds and bail   ,No Offer,0,Average Interview,airbnb,442
"Phone screen, then 2 more and then supposedly onsite, but didn't make it onsite. The questions were decently challenging, but if didn't gel well with the engineers so shaky experience. All were done through CoderPad. The latter 2 were Skype calls with a coder pad. 45 minutes each, not really a focus on getting to know what each engineer does, but could just be the style of the engineer"," Based on the xkcd comic about NP-completeness, can you find all of the possible combinations of appetizers that add up to a certain price amount?   ",No Offer,0,Difficult Interview,airbnb,388
"Had two coding challenges over the phone, on two different days. After the first did well enough to move onto the second. Felt I smoked the second one with a very efficient solution that was correctly working. Was then told I didn't have enough experience for the position. That's perfectly fine and I'm not upset about that. However, I'm giving this a negative rating because they didn't need to waste my time on the coding questions in that case- they already had my resume.", Coding question in a language of my choice   ,Declined Offer,0,Average Interview,airbnb,476
"Phone interview with coding document. The interviewer was friendly. However, my biggest complaint is that he didn't tell me that Java's built in iterator for lists wasn't allowed in my implementation until about 20 minutes into the interview. Had I had this extra time from the start, I believe I could have written my test cases, touched up my code, and implemented the optional part.", Design an iterator class to iterate over a list of lists.   ,No Offer,0,Average Interview,airbnb,385
"First step is to complete a data challenge about A/B test. Then, a phone interview with hiring manager. The phone interview is supposed to be 45 minutes. But, interviewer hung up just after 15 minutes. Worst interview experience that I ever have. This interviewer definitely needs more training to be professional.", Walk through the report for data challenge.   ,No Offer,0,Average Interview,airbnb,314
"First I was contacted by the recruiter, who I found extremely kind and genuine. We corresponded over email to set up a technical interview. When I picked up my phone for the interview, the other side was very noisy, and the engineer on the phone didn't bother to greet or acknowledge who I am, and immediately started spelling out the problem to me. He had a heavy accent, which was difficult to understand on top of the distracting background noises. The problem he gave was also a complicated one, with conditions he did not describe very clearly even as I kept asking for clarifications. All in all, the interview itself did not go so well, but I took it as a learning experience.", Verbally agreed not to disclose the interview question.   ,No Offer,0,Difficult Interview,airbnb,683
Didn't pass the first technical phone interview. They gave me a very challenging coding question and I had to code in an online environment where they actually run the code.," Typical algorithmically challenging, complicated, recursive problem.   ",No Offer,0,Difficult Interview,airbnb,173
"Quick phone call with recruiter and then a technical phone screen. The interviewer was very difficult to understand and very impatient. I had a working solution except for one test case. He says he needs to run to a meeting and hangs up early, did not give the opportunity to ask questions. Received a rejection two days later. This experience has left a sour taste in my mouth.", String-related   ,No Offer,0,Average Interview,airbnb,378
"Got an email with an exercise to be finished in 3 days. says will come back to me in a few days once finished. never heard back thereafter. It would be great if they may send me a few lines saying if i passed or not, consider the time and effort i have devoted into the test.", a written test   ,No Offer,0,Average Interview,airbnb,275
"Most of the interviews were fine, but I really took offense to one of my interviewers. He pretty much gave me a 2 hour problem and expected me to complete it in 35 minutes. It was even a problem I had seen before and I knew exactly how to do it. Even though I was basically writing code the entire time, I could only complete half problem. The interviewer basically gave me the problem, then sat down and started checking his phone the entire time. He wasn't evaluating me on my thought process and seemed more interested in making me struggle. Overall, I pretty felt like it was a waste of time I was pretty much given no chance to pass.", Super recursion   ,No Offer,0,,airbnb,638
"The process was a bit confusing. Apparently there were on-contract positions and temp. positions. I sent my resume and interest blurb to a classified on Jobsthatareleft heard back from one employee that scheduled a phone interview. And I also applied online through Airbnb, and was scheduled to do a skype call. Unbeknownst to me, they were for different community organizer positions. I got neither of them."," If you were assigned a region of the city that was not engaged in the politics or debate, how would you activate them?   ",No Offer,0,Average Interview,airbnb,408
"A recruiter contacted me through Linkedin. This one was particularly disappointing because the recruiter painted a picture of an engineering culture that was so opposite what turned out to be. I had the impression that they cared more about having 100 of the exact same top 20 CS program grad, in favor of some actual culture with engineers that had passion and personality. Instead, they turned out to be worse school snobs even than Google.", I had a phone screen question involving examination of subsets.   ,No Offer,0,Average Interview,airbnb,442
"I initially got contacted by a recruiter looking to hire for a new position similar to user research. I had two phone screens and one in-person interview, and there was a long period of not hearing back except to let me know they weren't sure which department the position would be best suited in. Finally, they decided to not hire for that position but wanted to interview me and see if I could fit in the UX team. I had another phone screening with someone from UX who hadn't seen my resume and didn't know about the recruiter or any of my previous interviews. Went away feeling like this was unprofessional, and that they struggle hiring someone with an unconventional background.", Describe your professional journey.   ,No Offer,0,Average Interview,airbnb,683
"They Couldn't make a decision for almost four weeks after the interview, took a long time to get answers, no updates, no clear instructions on what to submit, generally I felt left in the unclear and not provided with enough information", What are your weaknesses?   ,No Offer,0,Average Interview,airbnb,236
Lengthy and involved complete with an assignment. Multiple steps. Multiple trips out there. When it seemed like you were at the finish line more steps were added in. They were unclear on expectations of the role and what success would look like. Between disciplines there were conflicting needs and expectations., What core tennant do you most identify with.   ,No Offer,0,Difficult Interview,airbnb,312
Two people went over my resume and asked poorly thought out questions. Before the interview one of the interviewers asked me how long my commute would be and he indicated that my long commute would be a problem for going through their usual 5 rounds of interviews. I only had one 15 minute interview so I am unaware of how the other 4 interviews would have gone., Do you view this position as a step down from your previous positions   ,No Offer,0,Average Interview,airbnb,362
"I did not apply but was contacted by their recruiter to see if I was interested in the role. I decided to take the phone screen to learn more about the opportunity. The recruiter called 10 minutes late and immediately declared he had a hard stop in 20 minutes. There was a ton of background noise and I couldn't hear him too well. He then stated that he didn't have time to tell me about the role or the company. He had three questions for me all regarding my management and leadership experience (clearly outlined on the resume). End of call. No time for my questions. I received a call four days later informing me that due to the ""overwhelming number of applicants they received"" I didn't make the cut. They reached out to me - remember.", Tell em about your management philosophy.   ,No Offer,0,Easy Interview,airbnb,740
"There is an elitist atmosphere during hiring and you are expected to be a ninja before they hire you, rather than giving you opportunities to grow after coming in. The telephonic interview bar is crazy high and you need to crack a hard dynamic Programing problem within 30 mins. Cocky kids fresh out of college who interview you are quick to judge and reject you if you fumble in the first few minutes. I'd definitely not be comfortable working in such a hostile environment where you're constantly being judged.",,No Offer,0,Difficult Interview,airbnb,512
"Starts off with a phone interview for screening and explanation of what to expect. Next and final step is onsite with 4 or 5 face to face meetings. Each interview was one on one. Met with RC, 2 Sourcers, Recruiter and Manager. Half of the people don't have more than a year or two experience. It was a bit insulting since I have over 10 and couldn't really talk to a true peer. No one smiles much. Not sure if they're not happy or just wanted to get through the interview and back to recruiting. I was rejected. They were nice enough to call me instead of email form letter."," Typical interview questions for a recruiter. Not focused on metrics/past performance,achievements, more on how you solve problems. Totally fine to interview this way but doesn't give any credit for prior experiences.   ",No Offer,0,Average Interview,airbnb,574
Applied online and a recruiter got in touch with me. She later scheduled a phone interview to go over job roles and responsibilities. After couple of days she said hiring manager wanted to schedule a technical round with me. When hiring manager called he was rude and did not care about my work experience as I did not have any certifications. If the hiring manager knew he wanted someone with certifications then he shouldn't have shortlisted my resume for a technical round., why did you not write any certifications? Rate yourself on scripting languages you know.   ,No Offer,0,Easy Interview,airbnb,476
"First step was to submit a resume and cover letter. Took about a month to hear back. Next step was an online interview process through Hireart which included making a few videos and writing a few responses to questions. This took a few hours, though it says it should only take 40 min. You can re-record videos if you'd like. The next step was a group meet up where we introduced ourselves, role-played, and did team building exercises and there was a 1 on 1 interview. By the end of the week we were told whether we made it to the final step, a Skype interview, or not.","Roleplaying: 1. A group of guests are locked out of a place they have booked and cannot contact the host. What do you say to them? 2. A person is staying in a place where a dog has defecated on their dress, what do you do? The host denies any wrong doing, what do you say? 3. A host has 4 people staying at their place but believes their guests",No Offer,0,Difficult Interview,airbnb,570
