question,offer,experience,difficulty,interview,source
 How does the Google search engine work?   ,Accepted Offer,Positive Experience,Average Interview,,Google
" Sorry, this is confidential. In fact one of the interviewers refused to answer when I asked after the interview for the solution of a problem that I failed not solve.   ",Accepted Offer,Positive Experience,Average Interview,,Google
 Tell me about a time when you had your worst experience working with customers   ,Declined Offer,Negative Experience,Average Interview,"I applied for the position on Google's website and got a call about 10 days later by a Google recruiter. After an initial phone screen, we decided to move on and I was invited for three on-site interviews in Dublin. With preparation, its very easy to master these. After a week I received a call by the recruiter that the team wants to hire me, but did not get the headcount approved. This is the worst experience I had with a company I was interviewing with. How can you invite people to interviews without having headcount?",Google
 how to search a heap with recursion.   ,No Offer,Average Interview,,"only phone interviews. Did very well, but haven't been interviewed on-site. I think something related to the role pre-requisitis was behind I didn't get it. the recruiters were very friendly, and the interviewers were very friendly, however, I should check role requirements more throughly before proceeding with my application.",Google
,Declined Offer,Positive Experience,Average Interview,,Google
 How do u evaluate Google Glass's value on the market?   ,No Offer,Positive Experience,Difficult Interview,"The interview process took less than a month, with about an interview per week. The first one is an informational interview with an HR officer from Mountain View. The second one is with members of the team that I was being recruited for. All behavioral questions with a few questions about Google's business.",Google
 Personal questions were quite surprising for a job interview   ,No Offer,Negative Experience,Difficult Interview,,Google
" Asked me basic questions first but then there was stuff like, how would you estimate this and that, at this hour how many people in a certain country are using the internet for example.   ",No Offer,Negative Experience,Average Interview,,Google
 What do you think might be a potential for Google in the future?   ,No Offer,Positive Experience,Average Interview,,Google
,No Offer,Negative Experience,Average Interview,"11 interviews, none of them related to who you are but rather a series of pre-packaged exercises tailored to see how you perform at them. People who interviewed you were generally unaware of who you'd spoken to before (even from HR) and what they're looking for - in general a lot of them were more junior than myself and had no interest in any of the things I'd done to date or what the role description required, they were going by the generic title that they had.",Google
,No Offer,Negative Experience,,"The first phone screening went well. The hiring manager said the next step would be a second phone interview with a manager from the sales team. However this second interview never happened despite my two follow-up emails. I saw a few weeks later that the recruiting manager had left for Salesforce, I guess this is why I never got news afterwards.",Google
 NDA :(   ,Accepted Offer,Positive Experience,Difficult Interview,,Google
 I have been told not to share the interview question. Sorry. :(   ,No Offer,Positive Experience,Difficult Interview,I was contacted by a recruiting staff member at the end of my last semester of university. She was very nice and described the interview process with a lot of details. She also sent me a lot of useful information to get me prepared for the interview.,Google
" They give you hypothetical interview questions typical of management consultancies (e.g. estimate the revenue generated from advertising in the banking sector in country XYZ), so better prepare for this type of question. They usually want to see if you are a match from a cultural, intellectual, experience and personality aspect.   ",Accepted Offer,Neutral Experience,Average Interview,"I was referred internally by a Google employee, which makes it easier to get noticed (keep in mind their recruitment team gets thousands of CVs every day). I got contacted by their recruitment team, and we had the first phone interview. Then many other interviews were scheduled (6 in total) with every single human being available. An interview was supposed to be scheduled with one person, but since he was not available, they scheduled the interview with someone else. I found that weird but I understood why later on when I joined Google and started doing interviews myself. I still found it weird. I did all my interviews either by phone, by teleconference or face-to-face. They also gave me a big pile of documents to read about their advertising platform. It is better to study it as you will definitely need it show you have done the work.",Google
 just general interview questions I had. expected more technical focused though.   ,No Offer,Positive Experience,,applied online and got an email to offer a phone interview from a recruiter there. had a quick phone call from the HR and had a chat on a detail process.,Google
,No Offer,,,The first interview is HR. Just some ordinary questions. I am still waiting for the onsite interview. Will post here once I get response for this position. I guess there will be a line manger interview me and then same position colleagues. But not sure the community review.,Google
,No Offer,Positive Experience,Easy Interview,,Google
 How would you explain AdWords to your grandmother?   ,No Offer,Neutral Experience,Average Interview,,Google
,No Offer,Positive Experience,Easy Interview,,Google
 Which is the Google product you hate the most   ,No Offer,Positive Experience,Average Interview,"I went through 3 steps: phone call with HR, phone call with a manager of the team, interview on-site with three members of the team. All the questions during the interviews have been related to my experiences and to the Google product, no consulting style question. They have been always very kind, but the overall process lasted almost 4 months.",Google
 Describe how you selected your audience for this campaign your ran 10 year ago?   ,No Offer,Negative Experience,Average Interview,,Google
 What would you do/say if your client demanded a refund?   ,No Offer,Negative Experience,Difficult Interview,,Google
,No Offer,Positive Experience,Difficult Interview,,Google
 The whole process all questions related were quite demanding. Good preparation required!   ,No Offer,Positive Experience,Difficult Interview,Got contacted by a Google recruiter who wanted to discuss my work experience as they had a few openings she thought would suit me perfectly. After mails back and forth for 1 month we had a phone interview and currently waiting for next steps. We also discussed 2 different positions and had a common understanding about which one would suit me.,Google
 How would you engineer google search?   ,No Offer,Positive Experience,Average Interview,,Google
,No Offer,,,,Google
,No Offer,,,,Google
 basic coding questions   ,No Offer,Negative Experience,Difficult Interview,long and stressful. several steps starting with a phone screen with a recruiter. after that you get a writing and coding test. then another phone interview. it ends with an all-day event at the office. you hear back within a week with the verdict.,Google
 Why google?   ,No Offer,,,,Google
 No much experience in the libraries they want me to use.   ,No Offer,Neutral Experience,Average Interview,"Recruiter approached me through linked in; followed by two phone interviews with the recruiter. The recruiter was nice and everything are smooth. A online coding interview is arranged two weeks later. There were no warm up talking about the coding interview. The interviewee seems not knowing anything about my background. I am a low level software developer. The coding questions are on high level design patterns and classes that I am not familiar with. Therefore, I spend more time than I expected. In the end, although the interviewer agree that my approaches are in correct direction, I know that I can not pass this round of interview.",Google
 Divide a string into the minimal set of palindromes that can form it.   ,No Offer,Positive Experience,Average Interview,"I was contacted by a recruiter, for a position as a developer. I had a phone interview a month later. It went ok, not great but my recruiter told me they wanted to interview me for a position as an SET. I was passed on to another recruiter more specialized in SET positions, and then even another recruiter for new grads. After another month of study I did another phone interview, however I did not get to the next round.",Google
 Questions were fairly easy but required a fair amount of general knowledge to answer all the questions around them.   ,No Offer,Positive Experience,Average Interview,"I was firstly contacted by a recruiter via linkedin. I answered that I am interested in the job, so a first phone conversation was arranged with the recruiter. We discussed some stuff including where I would prefer to go, how to prepare for the interview etc. The recruiter shared a list of books to help me prepare. A phone screening was arranged for a week later. They shared a google doc with me and asked me to write some code there. There were two questions, both simple and easy but examined in great depth. I was asked to give detailed explanations of all test cases and possible failures, time and space complexity.",Google
,No Offer,Average Interview,,"Got a call from recruiter and then arrange a phone interview with hiring manager, waiting for a second round review...",Google
 There weren't any. I really prepared. Questions can be found in the above section.   ,No Offer,Positive Experience,Average Interview,,Google
 If you just reached 20% of your sales goals and just have a couple of weeks time to increase it. What would you do?   ,No Offer,Difficult Interview,,"I had 2 phone interviews. At the first one the recruiter just wanted to get me know better. She was very polite, though I was very nervous. She asked me for example why I want to work for google, what my sales experience is and about a situation where I changed a process and how I did this.",Google
,No Offer,Difficult Interview,,"The recruiters and interviewer are very friendly. However, they actually made me do the first screen interview in a time I didn't say I was available.",Google
 The most difficult questions were the more conventional behavioural questions like what are your weaknesses and what are you doing to improve. These were difficult as I wasn't expecting them.   ,No Offer,Neutral Experience,Average Interview,First interview was with the hiring manager following which I had 4 more interviews with professionals from different groups and location.,Google
 Why do you want to work for Google? How would you generate your own leads.   ,No Offer,Positive Experience,Average Interview,"Contacted by the Hiring person 2 days after posting my Resume. Received an email from her then had a phone screen interview to check if I could be a potential fit for the company. Had a second phone interview again where I had to do a mock sales pitch to someone from the sales team. The two people I spoke to were very nice and overall, the process was not complicated. Unfortunately did not manage to go beyond the Sales pitch and was told I my questions were not strong compared to other candidates. So now I have to wait for 1 year before I can re apply.",Google
 expected a tech interview   ,No Offer,Positive Experience,Easy Interview,"got a phone call from an tech HR. it was not a tech interview, asked about me, why google, what from my experience fits to google.",Google
" Many business case questions in my case. The analytical interview was definitely the most challenging but also the most fun. It was all about analyzing a given problem, coming up with an adequate solution quickly, and explaining why this solution works. I was asked to include specific percentages in my evaluation.   ",Accepted Offer,Positive Experience,Difficult Interview,,Google
 Explain Adwords to a 6 year old.   ,No Offer,Positive Experience,Easy Interview,,Google
,No Offer,Difficult Interview,,"45 min interview. First 10 min are questions about you. Then you get two programming questions, 15 min each. Finally you get to ask questions about the company for 5 min.",Google
 None. Did not seem to care.   ,No Offer,Negative Experience,Easy Interview,,Google
 Sales pitch   ,No Offer,Neutral Experience,Difficult Interview,"Internal referral, first step phone interview with the HR for the referral program. She asked information about my CV and helped me to find the vacancy that fitted my experiences. Second interview with the Business Acquisition dep and I had to mock a sales pitch",Google
 Why google? Why this position? Which products and services would recommend to a pizza restaurant if you work at Google?   ,No Offer,Positive Experience,Average Interview,"Very easy, properly structured, very helpful HR. There were three phases. The phase 1 was with HR for screening, they measure your profile (they even ask what you did in your previous job etc..) the second one was more technical..the third one had 3 interviewees...You need to make sure you know all google products very well.",Google
 What do you know about the team?   ,No Offer,Negative Experience,Average Interview,"Overall the questions weren't that difficult, but then she (manager) kept asking the same question over and over even after I gave the answer. Maybe it's the language issue, but then if that's the case we could've just done the interview in our mother tongue since we're both from the same country (I felt very weird why we're doing it in English since she's always stuck during our convo)... Moreover, her professionalism throughout the whole interview was questionable. She just sits down very unprepared, asking questions out of no where, and after having a few talk with her, I knew we wouldn't get along and even if I got the offer I won't enjoy my life there working under her. So yeah, thanking them for rejecting me.",Google
" Something on the ""awk"" command arguments   ",No Offer,Neutral Experience,Difficult Interview,,Google
" No surprise questions, I expected most behavioural questions. The cases made the most difference.   ",No Offer,Neutral Experience,Difficult Interview,"Five case based interviews. The cases were very informal and unstructured for 3 of the interviews. The other two interviews had structured, consulting type, cases. I think it depends on the interviewer. I was unsuccessful to convert this opportunity. The most disappointing part was, they didn't give me any (absolutely none) feedback.",Google
 How would you go about designing and developing Google Suggest.   ,Accepted Offer,Positive Experience,Difficult Interview,"One telephone Interview, 5 onsite interviews in the same day. Mostly problem solving questions (algorithm, systems design), no questions about the CV or other ""usual"" interview questions. Recruiter needed to be pinged from time to time about the progress of the applications but overall the Prozess was quick, since I told them I wanted to Start early. From the first contact to the final decision it took about a month (came in through a referral)",Google
 Standard algorithm design questions   ,No Offer,Neutral Experience,Average Interview,"I was initially sent an email by a recruiter asking if I am interested in a role at Google. If so, I should provide contact details for him to call and discuss the type of role he had in mind. I showed interest and was duly contacted. I was explained what kind of a role they were looking to hire people for. I have always been in the academic field studying away for my degrees so the chance at my very first interview (esp. at Google) got me to say yes. Next I was allowed to choose a time that suited me for a technical interview (via phone and google docs) for which I was prepared in terms of knowledge but very unprepared in terms of the process of the interview.",Google
 interview with an engineer consisting of solving few problems live using Google docs   ,Declined Offer,Negative Experience,Difficult Interview,"Lots of challenging tests and interviews with recruiters and engineers. After two-three interviews with recruiters, one interview with an engineer consisting of solving few problems live using Google docs and 5 in-site interviews traveling to the office in question.",Google
" Go through the resume together, coding question, another coding question   ",No Offer,Positive Experience,Average Interview,,Google
" Inode attributes, standard Linux signals, sticky and setuid bit, fields of the passwd file, fork()...   ",No Offer,Positive Experience,Average Interview,"Recruiter contacted me through a professional social network. We arranged a phone call. After introducing himself and discussing about the weather, the interviewer (a technical sourcer) started asking technical question. I screwed up some simple questions and I did not expect an offer. I was quite nervous and the recruiter tried to make me feel comfortable.",Google
 brain teasers and some basic algorithm questions.   ,Accepted Offer,Positive Experience,Difficult Interview,I send the application online and received an email from HR about three months later. They arranged three to four phone interviews. Each interview is about a fortnight away from the other. After all the interviews they told me that the recruitment committee will evaluate my performances. Then I wait for about two weeks before getting the offer. I think the number of interviews they arranged for you depends on your performances.,Google
,Accepted Offer,Positive Experience,Easy Interview,"The very first round Brief introduction about myself,then followed by group discussion on women empowerment,panel round about education qualification and current affairs,one on one round,IQ test and finally operations round.",Google
 Give me your 30 second elevator pitch   ,No Offer,Neutral Experience,Average Interview,"I was referred by a friend for a sales position at the Dublin offices. The process began with a a friendly conversation with a HR rep. The second interview was a sales pitch that lasted 20 minutes on the phone - a good knowledge of Adwords is required for this. Finally the onsite interview consisted of three different interviews, first with the manager, second with someone on the team and finally a HR manager. The final interview is by far the toughest and they really try to grind you down, stay firm and confident is all I can say!",Google
,No Offer,Positive Experience,Average Interview,"Interviewed on 2014, proccess went smooth, recrcuiter was very friendly, sent me a greeting email asking me to approve the date for the interview. I had one phone screening interview, all took 14 days.",Google
 What color do you think in?   ,No Offer,Neutral Experience,Easy Interview,"The interview was very chaotic and did not seem to have any structure nor point to the questions asked. I was not presented to anyone in particular and also when I asked questions about the job, the answer was not very specific and only confused me more about what the job was about.",Google
 Something like.....how would you calculate the number of windows in New York   ,No Offer,Negative Experience,Difficult Interview,Over the top. Multiple Interviews that turned out to be a complete waste of time. Wasted holidays to go do interviews which led to nothing. Very little apology for bringing me in for multiple interviews and then being rejected.,Google
,No Offer,Negative Experience,Average Interview,,Google
 Tell me about a time when you ranked data from important to not important.   ,No Offer,Positive Experience,Average Interview,"CV screening first, then got an email about 5 months after not hearing anything that they wanted to interview me. Had an interview by an HR employee (very unhelpful person btw, she later had to guide me through the rest of the process but did nothing), then a phone interview with someone in the team I'd be working with. Finally I was invited for on sight interviews in Dublin.",Google
" how many android devices are activated each year, tell me a joke   ",No Offer,Negative Experience,Average Interview,Initial phone interview with hr then 2 google hangout interviews.,Google
,No Offer,Positive Experience,Average Interview,Received and e-mail from a recruiter asking for my availability concerning a phone interview in the following week and that would approximately last 30 mins. The recruiter mentioned that he would like to get a better understanding of my experience and a thorough understanding of the role offered. We eventually did the interview two months later because the recruiter was on leave and we had to figure out a suitable interviewing time for both.,Google
 How would you solve this problem? Tell me about time when you did XYZ that you highlighted on your applications or CV.   ,Accepted Offer,Positive Experience,Difficult Interview,"Expect many interviews with a range of people. Prepare to be tested on much more than your technical proficiency as fitting into the company culture is a major consideration. if you have a connection inside the company, having them refer you is a big advantage. Google hires less than 1% of the people that submit applications online, so going through a recruiter or getting referred yields significantly better results. Interview formats will likely included: phone, video (GVC), written/technical and in person interviews. Data is king, so the more you can concrete information about, the more Googley your being.",Google
 basic questions about java and coding along with some theory   ,No Offer,Positive Experience,Difficult Interview,"I was contacted by a recruiter who set up an initial phone screen. After that i advanced to a second telephone interview which was technical. The recruiter was very nice and informative and the whole overall process was very well structured. For the second interview, they shared a google doc with me so I could write out code and answers during the interview.",Google
 Some random probability question   ,Accepted Offer,Positive Experience,Difficult Interview,About 3- 4 rounds of interviews.,Google
 Describe Adwords   ,No Offer,Average Interview,,,Google
 Choose a product you like form Google. How would you improve it?   ,No Offer,,,,Google
 There wasn't any   ,No Offer,,,,Google
 You are in charge of Google expansion into North Africa how would you go about implementing this?   ,No Offer,Difficult Interview,,Applied via Google Website and 6 weeks later got a reply that for an interview. Had two Google hangout interviews with team leader in SMB services. Both Interviewers were very friendly and easy to talk to. I would recommend watching reading Financial statements and fully grasp the Google business model in its entirety.,Google
" How to transfer several gigabytes of data to Mars, how to do it faster, how to keep the data synchronised.   ",Accepted Offer,Positive Experience,Difficult Interview,,Google
,No Offer,Easy Interview,,,Google
,No Offer,Positive Experience,Difficult Interview,,Google
,No Offer,Negative Experience,Average Interview,Technical interview lasted about 45 minutes. Interviewer was cold and I was really not able to understand him clearly as he was not a native English speaker. His accent and his phone were terrible. I was just hearing a sound from deep.,Google
 how many Youtube users are in your country?   ,No Offer,Positive Experience,Easy Interview,,Google
The recruiter supplies you with everything you need to prepare for the interview. So if you have the correct experience and put the work in for the interviews there is no reason you can't get the job. Some of the questions were detailed enough - I had to explain the ad ranking and bidding process and if I hadn't prepped well I wouldn't have been able to answer some of,Accepted Offer,Positive Experience,Difficult Interview,,Google
 How many houses in the US have blue doors   ,No Offer,Neutral Experience,Difficult Interview,,Google
 The questions were not unexpected.   ,No Offer,Positive Experience,Average Interview,,Google
,No Offer,Neutral Experience,Difficult Interview,,Google
"Technical skill is a must for this role. You're leading a team of dev's and you have to be able to not just keep up on a technical level but you need to be out ahead of them in terms of vision and to do that you need to have the technical base. Even though I have a Software Dev. degree, the fact that I hadn't worked in the field",No Offer,Positive Experience,Difficult Interview,"One of the best hiring processes I've been through, it'll help a lot if you have an internal recommendation. In Australia the response time is pretty slow for most roles but the person I dealt with was quick, kept me informed and really tried to help",Google
,No Offer,Positive Experience,Average Interview,"I was approached by a recruiter to see if I was interested, then I went to an initial phone interview and onto a colleague interview, but did not pass the latter.",Google
 all the questions were related to my technical field   ,Accepted Offer,Positive Experience,Difficult Interview,It was good and it was overall a good experience as it was my first interview and i cracked the interview in my first attempt. The interview went on for 30-40 mins and it was a technical interview,Google
,No Offer,Positive Experience,Difficult Interview,,Google
 biggest failure   ,Declined Offer,,,,Google
 OOP questions   ,No Offer,Positive Experience,Average Interview,"I applied online then a recruiter contacted me two week later, she sent me an online form for some background checks and preferences, then she schedules two phone interviews.The first interview was pretty straight forward and had only 1 coding question and it took the whole 45 minutes, the second interview was not expected it had general CS questions and OOP questions I did poorly",Google
" Elevator pitch to a CEO of a large CPG customer: As an industry manager, if you had 30 sec to position the value of Google in building his/her brand, what would you say?   ",Accepted Offer,Positive Experience,Difficult Interview,"Interview with the recruiter, followed by 6 interviews with various stakeholders in Google, followed by a written review of past experience. This was followed by 1 more conversation on package and benefits before offer was made.",Google
 Count the number of bits set in an integer. What is your favorite language and what you don't like about that language.   ,No Offer,Positive Experience,Difficult Interview,"Applied online through their job portal and got contacted by a recruiter about 3 weeks later and was scheduled two technical phone interview. The first round went well but the 2nd one with a different interview was much more difficult. He asked me something about databases and I said I haven't learned that yet(i think it's reasonable considering I am only a freshmen at college) then he changed to another question about bit manipulation, which is also unfamiliar to me.",Google
 Code a hashmap which you would be happy to place into a production environment.   ,No Offer,Neutral Experience,Easy Interview,,Google
" I don't remeber much, but there was a question involving a hash table.   ",No Offer,Positive Experience,Average Interview,,Google
" How would you gather input from users (name, dob, address) and reprocate the same as output?   ",No Offer,Positive Experience,Average Interview,,Google
 Skyline question   ,Accepted Offer,Positive Experience,Difficult Interview,,Google
,No Offer,Negative Experience,Difficult Interview,I applied online through their website and a few months later I received an email that informed me that I was shortlisted for the position. Several emails went back and forth to agree on the time and date and the interview was done over the phone with the Marketing Manager in the Dubai office (where the position is based). The final decision was delivered to me via phone call from the HR in the London office.,Google
,Accepted Offer,Positive Experience,Difficult Interview,,Google
" no coding quiz, and they asked about their product and technologies related to their product   ",No Offer,Average Interview,,"1 screen, 2 onsite",Google
 How would you deal with a situation where a candidate has a negative experience whilst visiting Dublin for an interview?   ,No Offer,Neutral Experience,Difficult Interview,,Google
" Initial questions were about what is on my resume, and then a technical programming question.   ",No Offer,Positive Experience,Difficult Interview,,Google
 how the job at this possition will be look like?   ,No Offer,Average Interview,,,Google
" The third interview was very structured, and being prepared is crucial.   ",No Offer,Positive Experience,Average Interview,"Applies online. Had two phone interview that went well. Did not get an offer after those, but a new interview for another office. Did not do so well on that interview. The interviews were structured behavioral interviews. 30 minutes long over the phone.",Google
 A math question specific with adwords theory.   ,Accepted Offer,Positive Experience,Difficult Interview,"I applied in February. There where three stages. First an interview with a third party company that would eliminate the very very weak candidates. After that, i had my first interview with google. It went great, she was super friendly. After that interview I had two more interviews with the team that i would be working with. The first one went great, very relaxing. The second one was more tense, but went also very good. The questions about sales weren't that hard. Its important to show who you really are, and if they like that, you will probably get hired. Be honest and true about the situations and how you would react. This was one of the most important things for me.",Google
" There is a NDA, so I can say nothing about the question. I would strongly recommend to prepare well in recursion problems.   ",No Offer,Easy Interview,,,Google
,No Offer,,,,Google
 Talk about a problem you faced and how you dealt with it.   ,No Offer,Positive Experience,Average Interview,"There's an initial screening, after which there are a couple of phone interviews. After that there are 3 On site interviews. The questions are mostly based on the google products. So, if you have a good understanding of all the products then you stand a good chance. Also, the interviewers look for creative and out of the box thinking.",Google
 do u know sql?   ,No Offer,,,,Google
" If you were asked to improve customer satisfaction from 80% to 90%, what would you do?   ",No Offer,Neutral Experience,Average Interview,The first interview was quite easy and the hr was amazing. She was really nice and she explained everything about the job. I had the second interview with the leader of the team I should have worked with. She was quite rude and I was quite disappointed by her behaviour.,Google
 Find the average of values in an array accounting for integer overflow   ,No Offer,Average Interview,,,Google
 How would you implement language identification for the search engine?   ,No Offer,Neutral Experience,Average Interview,,Google
 Very technical programming questions asked   ,No Offer,,,,Google
,No Offer,,,I referred by an employee and got into communication with a recruiter. Then she scheduled a phone interview. After one phone interview I had on site interview.There were four 1-1 interviews and a lunch with an employee.,Google
 What is your proudest moment?   ,Accepted Offer,Neutral Experience,Difficult Interview,"The hiring and interview process in Google is long. Like seriously long, depends on the job. You have to go through at least 5 - 6 interviews.",Google
,No Offer,Neutral Experience,Average Interview,,Google
" Although in essence, this is a engineering role, but they did ask a lot about the sales which could be challenge to answer. However, they did ask any tricky questions for this role. So my suggestion is to focus on the responsibilities of this role if you proceed to the onsite interview stage   ",No Offer,Positive Experience,Difficult Interview,"The whole process took around 4 weeks. Got an phone interview from their recruiter first and then went for a onsite interview. Phone interview was easy, just a quick chat about your relevant experience and background, but the onsite interview was challenge which took around 2 hours.",Google
 Your most disliked industry?   ,No Offer,Positive Experience,Difficult Interview,,Google
" Basic questions, what I have done at current job, what challenged you and how I overcome?, etc...   ",No Offer,Neutral Experience,Average Interview,"1st with HR in Japan, 2nd with position's manager in Japan, and 3rd with counter partner from US, and 4th with position's manager in Japan again. Results takes about a week each time.",Google
" ""You're a Product Manager for Android, sales are declining in your region, what will you do to improve sales in that region - tell me the steps and explain each?""   ",Accepted Offer,Positive Experience,Difficult Interview,,Google
" deep knowledge of AdWords, how it works, strategies t help SMB's to boost their sales through it   ",No Offer,,,,Google
" Questions about time complexity, sorting, worst case...   ",No Offer,,,,Google
" The question was easy, noting special. Classical algorithm sorting question.   ",No Offer,Negative Experience,Easy Interview,,Google
 Find all substrings of a palindrome string.   ,No Offer,Positive Experience,Easy Interview,Get a 45 min tel interview. The phone signal was not good. I only worked out three questions and I think my answers are not very good. Should prepare with more algorithm questions.,Google
 Do you think it is important what Google does with its Google Ads products for small and medium businesses?   ,No Offer,Positive Experience,Average Interview,"I have sent my CV to a person I know who works at Google Poland, he shared it with HR and then the recruiter contacted me. First, I had a phone interview, the recruiter was asking me general questions about my experience and motivation to work at Google. No situational questions. Then a week later they scheduled the second round of interviews where two Google employees (in similar positions) were checking my knowledge on Google Ads products (after I passed the phone interview, the recruiter sent me an email saying that I passed and that at the next round they will check my knowledge about Google Ads products). I have passed that round too! Then the last round was with the team manager who was very strict, he was obviously busy and time limited so he wanted really quick answers. The key was to be confident and I think I lost it at some point...so I did not pass. However, my experience was extremely positive! The recruiter was really helpful, I was provided all the information I needed for that interview. I just was not ready to start working at Google at that point in my life.",Google
,Accepted Offer,Positive Experience,Average Interview,"Good process, interviewers were pleasant and the recruiters helpful. You meet quite a few people and it does drag on a bit, but it is helpful in allowing an informed decision to be made from your side.",Google
,No Offer,Negative Experience,,"Got in contact with Google through the referral program. After a couple of days later I received an email from someone in Dublin indicating that I match their profile so they wanted to call me to ask some questions. However, after a couple of days I was informed that the position was taken thanks to that, they cancelled the call before I even had a chance to say anything.",Google
 Im not allowed to share the questions Ive been asked.   ,Accepted Offer,,,Interviews were toughf and youn need to study al lot. No joking.,Google
,No Offer,Negative Experience,Average Interview,"I was referenced by my friend. Recruiter contacted me, and we assigned first phone interview. Interviewer was very nice. He gave hints and just pointed to lines where I was mistaken, after that I found mistakes myslef and fixed it. After that they invited me to onsite interview to Warsaw. My mistake was to prepare on codeforces, topcoder and solved hard ACM problems, that was unnecessary. I did not prepare by easy and tricky interview questions. That's why I failed 2 out of 4 interviews and did not get offer.",Google
 Design an online coding competition website.   ,No Offer,Neutral Experience,Average Interview,A google recruiter found me on linked in and asked me several basic data structure relared questions in the first phone scanning interview then schedule another phone interview 2 weeks later.,Google
" Max-min agent, binary searching, R-trie, etc. All algorithm problems are slightly modified.   ",No Offer,Neutral Experience,Difficult Interview,"1 Telephone interview + 5 On site interviews. It was my first formal interview, and it was quite hard for me. The telephone interview asked you to write a graph searching algorithm on the Google Doc. All 5 interviews include 4 coding tests and 1 product design. Coding test includes whiteboard coding or Google Doc coding, depends on interviewer's preference.",Google
 Write a code that givesthe result of calculation in a string.   ,No Offer,Positive Experience,Average Interview,,Google
,No Offer,Negative Experience,Average Interview,,Google
 Went through my resume with the recruitment manager . She was really nice and I feel I answered the questions well. The second person I met asked me competency based questions. These were tough and this is where I lost out on the role   ,No Offer,Positive Experience,Average Interview,My resume was sent through to Google via a recruitment agency I was called for a phone interview first to run through my resume. Was invited to a face to face interview a few days at Google HQ. Got a tour of the offices and spoke with the recruitment manager and a recruitment coordinator. Went through my resume and experience first and then went through competency bases questions.,Google
 None of the technical questions (such as questions related to Google ad products) were asked.   ,Accepted Offer,Positive Experience,Average Interview,"My interview was referred by a friend who's a googler already. I was contacted by HR to set up an initial screening interview with her (last about 30 mins). The conservation with HR was quite casual - she just asked me for my background information, my availability, and informed me about what types of questions the interviewers will ask. I was then scheduled for an interview with the team lead on Google hang out (as I am currently not at the same city as the position was based). The interview lasted about 1 hour and 10 mins. Various scenario questions were asked such as the type of challenges I faced in my previous job, what was the greatest accomplishment at the previous job, how I cooperate or lead cross functional projects etc. The standard questions such as why google and why this job was also investigated. I am still waiting for the second round interview.",Google
 what is the most important lesson in your previous work   ,No Offer,Positive Experience,Difficult Interview,"self evaluation test, phone screening, further interviews. I couldn't pass the phone interview, I think it's because of my English. The test covers a lot of areas but mainly technical knowledge, several customer behaviors questions were there as well (such as responding to customer's email or phone call...)",Google
 Questions are similar to those on CareerCup.   ,No Offer,,,,Google
,No Offer,Neutral Experience,Difficult Interview,Good comprehensive 7 rounds,Google
,Accepted Offer,Positive Experience,Difficult Interview,"After being contacted by a recruiter, I submitted my resume. Next, I was called for a phone interview. The questions seemed very scripted and it felt like more of a phone screen, with a mix of questions about my background as well as technical questions (research technical q's - not programming). The interviewer was a little brusque, which was a bit off-putting. A week later I had second phone interview, which was quite pleasant: The interviewer asked about my areas of interest and research background, and shared their thoughts on what working at Google is like. I think it was at least a week after the second phone interview that I was invited onsite. The onsite consisted of a presentation followed by 4 1-1 interviews. (I had one week to prepare the presentation.) Everyone was very friendly and asked good, tough questions. I felt like there was more focus on how I answered and approached questions rather than a ""right"" answer. It was quite a few weeks until I heard back from the recruiter that I passed the hiring committee. After that, I had a follow up interview with the person who would later become my manager. One week after that, I had an offer which seemed very competitive. Overall the process took 2.5 months.",Google
 Why u want to join google   ,Declined Offer,Positive Experience,Difficult Interview,very tough,Google
" None of the typical ""Google brain teasers"" came up for me. Most difficult question was how would I improve an AdWords campaign that was not on target.   ",No Offer,Average Interview,,,Google
,Accepted Offer,Positive Experience,Average Interview,,Google
,No Offer,Average Interview,,,Google
,No Offer,,,,Google
" No difficult questions, though you should know why you are applying for a job at GOOGLE.   ",No Offer,Positive Experience,,"Applied online on the Google website. Got contacted by a very patent recruitment coordinator and 2 weeks later a phone interview with a designer in Mountain View which was quite relaxed to figure out who I am, design background etc.. 1 week later a design exercise which was than reviewed 2 days after the submission.",Google
 What are GRPs?   ,No Offer,Negative Experience,Difficult Interview,,Google
 Give me one situation with a creative approach.   ,Accepted Offer,Positive Experience,Difficult Interview,The interview was very friendly. They were mainly focusing on different scenarios that I faced on my previous customer service experience.,Google
,No Offer,,,,Google
,No Offer,,,,Google
,No Offer,Positive Experience,,,Google
,Accepted Offer,Neutral Experience,Average Interview,the first interview is very simple and the question is straight. Then the second is much difficult but no coding.,Google
" Scenario questions were the most difficult ones, but I don't remember them in detail. Basically they describe a scenario and want to see your way of approaching it.   ",Accepted Offer,Positive Experience,Difficult Interview,,Google
" All questions I already saw in Internet: leetcode, careercup. 4 was about algorithms, 1 for design. No more details - NDA.   ",No Offer,Positive Experience,Easy Interview,,Google
" Given a large list of numbers, find two numbers that sum to a given target   ",Accepted Offer,Neutral Experience,Average Interview,,Google
" Two linked lists that intersect at some node, write an algo to find the two nodes (one in each list) before the intersection node   ",Accepted Offer,Positive Experience,Difficult Interview,,Google
