interview,question,offer,target_variable,difficulty,source,length
"I got call from consultancy regarding contract to hire position, Interview view conducted on weekend so lot of people are came for the interview. I waited 30 min after that interviewer called me.",,No Offer,0,Average Interview,jpmorgan,195
"Online Application, Offshore screening, phone interviews and then several interviews in the office. Major feedback - I was not told I was rejected from the position after interview until I chased. I then got a generic feedback email with copied and pasted 'feedback' that was rude and made me out to be inexperienced in the field I have been working in for years at a competitor. I had previously interviewed for the company (5 round interview) and never heard back after final stage, until a month later. Rejected with no feedback.",,No Offer,0,Average Interview,jpmorgan,532
Worst shouldn't have gone in the first place. The recruitment was based on your religion whether you are telgu or not. Could see people sitting beside me reading what is AML from google search and getting selected and I have been working for this process for almost 3 years was not shared a single feedback as to why the HR not selected me," Simple questions like what is PEP(politically exposed person) KYC what is the need for it, what is SAR( Suspicious Activity Report)   ",No Offer,0,Easy Interview,jpmorgan,339
Applied in September. Got an online coding challenge 2 months later in December which I completed. Then got an invitation to an assessment centre. Booked a date for January and 1 week before the assessment centre got an email saying that they've already filled up all their internship positions so they won't be interviewing any more people. Absolutely ridiculous thing to hear from such a big company., Tell us a time you worked in a team   ,No Offer,0,Average Interview,jpmorgan,402
"The interview process was very slow and took a very long time. I went through 3 rounds, 2 telephonic and one face to face. And never got any feedback after the thrid round which was truly disappointing.", CV relevant questions related to your experience   ,No Offer,0,Average Interview,jpmorgan,202
I was contached by hr and telephonic inyerview for first round for technical screening after that they took 5 more rounfd with vp aftet that no response.two vp are from bangalore, Big data stack   ,No Offer,0,Average Interview,jpmorgan,178
Good and Amazing. Ambiance was awesome. It took 15 minutes to reach the office. But the waiting was huge. I also felt that company should not make employees wait. I would recommend everyone to try JP for interview experience. Please let us know the overall experience of this interview., What are your Key Strengths   ,Declined Offer,0,Easy Interview,jpmorgan,286
"Interviewed to automatized system, probably nobody ever watched the video. I got basic questions but it is way better to get an interview through friends and family since online applications are sent by thousand of people", Why are you cut for this role?   ,No Offer,0,Difficult Interview,jpmorgan,221
"Initial phone interview, then on-site 2 hour technical test and 1 hour technical interview with the panel. After couple of days1 hour with senior manager then HR interview. Considering I received HR call and was told it looking extremely positive, HR never bothered to reply back with positive or negative reply after HR round. Never heard from HR at all. They should at least have told that they won’t be offering the position.", 4 algorithms to write and 4 sql queries to write.   ,No Offer,0,Average Interview,jpmorgan,428
"Voice and Accent Accent round. Questions about previous employment and roles performed. Recognition and award received, if any. Previous salary. What do i expect from JP Morgan. After voice and accent round it was HR round, same questions", Tell me about work experience and also questions about Customer service   ,No Offer,0,Difficult Interview,jpmorgan,238
the digital interview includes 3 question and you will have only one opportunity to submit answer to each question. so practice a lot. but you will be given 3 practice question before starting the real interview and you can practice those three question as much as you want. and check your recorded videos., they will ask about your experience and how they will contribute to your success in JPM   ,No Offer,0,Average Interview,jpmorgan,306
"The interview process as appalling, disorganized (and therefore disrespectful) and inefficient,this was surprising. As commented previously I was asked questions with HR present that are not allowed under English law but HR were not aware of this and did not prevent them being asked", Questions about child care arrangements   ,Accepted Offer,0,Average Interview,jpmorgan,283
"Pathetic, the hiring manager simply asks you all types of general entries which are almost impossible to answer. Plus his english is pathetic, it took me a while to understand what was he actually looking for. Even though I was working in a similar profile in other co. He was all concentrated just on General Entries.", All stupid kinds of General Entries   ,No Offer,0,Average Interview,jpmorgan,318
They ask uoubto come for the interview in thenoffice and bring resume but there was no interview that took place instead they took thw resume and told mw that they will just contact me., Did not make a confirmation at all . Just told me to wait for the call etc   ,Declined Offer,0,Difficult Interview,jpmorgan,185
The interviewer never gave a try to understand my answer and expecting flat definitions.. am I a fresher to give you definitions.. really worst interview.. never expected this from jpmc," dependency injection, hinbernate questions, junit mock related questions   ",No Offer,0,Average Interview,jpmorgan,185
"Had good discussion with HR before interview day, but Interview process was pathetic. Interviewer had asked just one technical question and interview was over. I am not sure if he was in hurry to reject the candidate or the process it self says true-false algorithm.", Question related to solve given problem   ,No Offer,0,Average Interview,jpmorgan,266
"Applied online through their website, after I was invited to do a digital interview. They only replied five months later even if I went to their events and spoke with them about my application and interview.", Teamwork skills   ,No Offer,0,Average Interview,jpmorgan,207
we were at the bottom of the list for 1st round of interviews. Hardly 10-15 mins was spent on us per person (they had met their quota in the first half of the students)., Resume related questions   ,No Offer,0,Easy Interview,jpmorgan,169
It started with an online coding test of two questions based upon which 30 students were shortlisted for personal interviews. There were two 1:1 PIs and an HR round following which final results were announced," Given daily prices of a stock, what is the maximum profit one can earn by buying and selling that stock?   ",No Offer,0,Easy Interview,jpmorgan,209
Went through 3 rounds and then again started from initial round from other team. Later they asked only one question and kept on constantly interrupting me not letting me to solve. Test was given where there is no internet as well. I got confused whether they were hiring for a developer role or someone who can handle constant disturbance and deliver., Each round they asked questions related to my resume.   ,No Offer,0,Easy Interview,jpmorgan,351
Worst experience ever. They just asked about the automatuon framework I am using and couple of questions related to Selenium which I answered correctly. And on that basis they decided that I need to brush up my concepts of coding. Please tell me when you don't ask me how can I answer anything. They are simply fooling people. Please don't waste your time here., Very simple   ,No Offer,0,Easy Interview,jpmorgan,361
"A resume selection process followed by a technical telephone interview .Then we get a call to participate in ""code for good"" hackathon. Depending on the participation in the event we can get the offer."," Simple ADA, data stuctures   ",No Offer,0,Average Interview,jpmorgan,201
"Interview process took almost a week, I was told that there would be two rounds within 1 and half hours. I had one round for around half hour then interviewer asked me to wait for 2nd interviewer but he didn't come soon. They called me on phone but I missed it by mistake, I asked to make the call again but they said we'll schedule it later but they never reached back"," They asked some python question like what's difference between tuples and list, what are decorators in python etc   ",No Offer,0,Average Interview,jpmorgan,369
I had 2 phone interviews and 1 telepresence interview with 2 Hiring managers. The interview went well and someone from HR told me that i was considered for the post and would be needing my COE and pay slips. After a week someone called me again but different Hr staff asking me that one manager will go to PH to do face to face interview. After that i received an electronic message telling me that i did not get the post., Situational and behavioral   ,No Offer,0,,jpmorgan,422
Got a call from their HR team for the job position. I was pretty excited for the interview. Went through the online test and couple of rounds of interview. Easy rounds.Mostly programming language specific.,,Declined Offer,0,Easy Interview,jpmorgan,205
"First, i applied throught job street for this position and then a week after, the HR called me for a phone interview, she only asked for a couple of questions about myself and then after that, she scheduled me for an interview in Jp(manager will be the one who will interview)", Why did you apply for this position?   ,No Offer,0,Difficult Interview,jpmorgan,276
"Most unprofessional experience for sure. The interviewer was interested in specific answers. And was so arrogant that he/she was not ready to accept that they could be wrong on a particular answer. I don't like interviewer's who would say go back check on the internet. Either they should we smart enough to explain why they are right, if not then just proceed with the next question.", Can we add null value to treeset?   ,No Offer,0,Average Interview,jpmorgan,384
"First telephonic, next face to face technical and third manager round. Final HR (they said like that , but it didn't happen). Being such a big company, they don't know how to do recruitment and the process, never thought that these people are such irresponsible persons",,No Offer,0,Average Interview,jpmorgan,269
"The interview process is too much time-taking. They have called multiple times for the last round and also if the interviewer is not available , they don't inform in prior to that. Even after having the final HR discussion, still they have put on hold and not yet finalized on my candidature.", Interview questions were related to my technical skills and overall project experience which was overall fine .   ,No Offer,0,Average Interview,jpmorgan,292
It was very pretty simple and they started off from basics. They were looking more of straightforward answers like without any examples or so. They look for more end to end process discussion, The process from end to end of your role   ,No Offer,0,Easy Interview,jpmorgan,191
I have attended in prestige tech park banglore on 20 jan 2018. My interview was very good and in managerial roud manager told me that hr round is not happening here. So HR round will happen telephonic. But till date i din't get any call and it was totally time waste for me. I have missed some better companies interview opportunity. Please dont waste candidate's time and energy by your dirty politics., normal java questions and restful service questions   ,No Offer,0,Average Interview,jpmorgan,403
Received a reply after application very soon. There were two rounds of phone interview. Passed the first round. Failed the second. The second interviewer was very rude. He was extremely inpatient when I was not able to answer some questions immediately and kept interrupting me during the interview.,,No Offer,0,Average Interview,jpmorgan,299
Very long process considering I already did a spring week with them and was fast-tracked to the AC! Even had to redo my AC because they said first time round the people that were meant to interview me weren't there.,,No Offer,0,Average Interview,jpmorgan,215
Phone call for 30 min. Questions were random and hard. issues with my application caused the process to take longer than needed. Even before interview it was hard to get in contact with employees about issues., How do you keep up with technology   ,No Offer,0,Average Interview,jpmorgan,209
It was hard. They make you feel like you have to be the smartest person in the room. The questions are also very selective. If you don't prepare well you simply don't go the interview., What are the 5 qualifications that you should be recognized?   ,No Offer,0,Difficult Interview,jpmorgan,184
"Got a call from HR to come for an interview giving a decent margin of 2 days. I went for the interview. The interviewer made me wait 50 minutes, since she was in a meeting. At last the interview began after long wait she asked me my previous experience and interrupted in between and said that the profile is a mismatch sorry. I was so furious to hear that. For god’s sake why can’t you screen profiles before inviting candidates for a personal f2f round.", Yield to maturity ?   ,No Offer,0,,jpmorgan,455
"they asked very technical question, needed to price financial instruments and valuate them. It was like a final exam at university. I had 2 iw rounds, no answer since that time. Followed up with hr several times, no answer from their side", Tell me about yourself! How do we calculate CVA   ,No Offer,0,Difficult Interview,jpmorgan,238
"It was not a fair interview, I was interviewed with two hiring managers, but both of them asked me some same questions, it took 2 hours. It was a bad experience as I had to write some codes on a paper.", An algorithm   ,No Offer,0,Difficult Interview,jpmorgan,201
"Was a scenario preparation and you were then interviewed about it. Then 3 30 minute interviews. If a desk liked you, all members would interview you and that would take about 1 hour. The whole day was 7-5.", Draw a call option? What keeps you motivated.   ,No Offer,0,Difficult Interview,jpmorgan,205
"I applied thorugh linkedin, i have been quickly contacted by HR people and we set an interview with two directors in a week. The interview was very conversational and fairly conducted. However with very great disapointement no feedback has been provided after 1 moth. Never happen before."," How do you manage this, which product your more expert on and so on..   ",No Offer,0,Average Interview,jpmorgan,288
Group interview with a case to discuss in your team before presenting. The interviewers would watch the way you discuss and present. It was followed by a question and answer session where the interviewers would direct questions to each individual. There were 6 people in my team.,,No Offer,0,Difficult Interview,jpmorgan,279
"Applied online, waited over 2 months then invited to my first interview. I had to chase the feedback on this and was asked to come back for a second interview. On the second interview it was very disorganised and unprofessional. Had to chase the outcome 3 times."," What do you know about JP Morgan, how would you colleagues describe you in 3 words and why, if you could have any 5 people at a dinner table who would it be.   ",No Offer,0,Average Interview,jpmorgan,262
"I applied online just before the deadline. I received the interview notification 2 weeks later and the interview took place 2 days later. Typical telephone interview, 1st round. No behavioral questions were asked.", All about the deal experience. No separate tech questions   ,No Offer,0,Difficult Interview,jpmorgan,213
"Worst experience. Did not expect it from a company like JPMC. Applied for UI developer position. The Interviewer asked 7 javascript questions, i answered 6 of them could not answer 1. Then he asked 2 questions related to HTML and css, i answered 1 and 1 i could not answer. On basis of that 1 question he rejected me. The HR says javascript feedback is good but css html feedback is not positive. How can they reject someone on basis of 1 question. Such a big company and has no standards at all.",,No Offer,0,Average Interview,jpmorgan,496
Total three rounds of technical and one HR round. HR agreed to release offer for 1lac more than my current offer. After three weeks HR called and said we are not getting approvals we can only offer you what you currently holding. He wanted to check whether I am desperate because only one week of notice period was left by that time in my current organization. I gave him nicely in the call. After two days he came back and said we got all the approvals and ready to release the offer. It was a cheap trick played by HR to get me for salary lower than agreed in HR discussion. Its senseless to join such a company so I declined the offer. I am happy not to join JP morgan., AngularJS and. NET in depth questions   ,Declined Offer,0,Average Interview,jpmorgan,672
It was suppose to first telephonic but got some issue and they called directly for First technical round as face to face and was then further process for Senior QA automation engineer,,No Offer,0,Difficult Interview,jpmorgan,183
"I have interviewed in jp Morgan in September. I have cleared all rounds - 2 technical, 1 manager round . They gave me one dairy and told to take online test . I have cleared online test too. HR called after 4 days and discussed about package , she said that within two weeks I will receive offer letter. 3 weeks complete d still no call/mail from HR. When I called her , she said that manager is not ready to take you in that project. Its simply waste of time to attend and clearing interview . If they don't have opening they should not conduct interview . If i am not suited then they can tell before discussing package and all. They will simply conduct interviews to waste our time."," Java core ,spring   ",No Offer,0,Difficult Interview,jpmorgan,685
Took 1 week for interview. Told ur selected. Then told vwe r waiting for business clearance then got cleared from business then status is negative.. After. 1.5 months of follow up. Worst company to apply for job. They are really doing time pass with candidates., Sql and Plsql questions. Advanced SQL questions   ,No Offer,0,Average Interview,jpmorgan,261
"Technical rounds were planned and arranged well. Manager round, it was scheduled for 1.30 but got call at 3.30(after i reminded HR). Manager was driving car and taking interview. Lot of disturbance and i was telling her, there is lot of disturbance and i cant hear. She hardly gave attention to my words. After good technical rounds, manager round was a big mess up.", DevOps   ,No Offer,0,Average Interview,jpmorgan,366
"1st round: 2 interviewers, each 30 mins. Basic questions: why JPM, why this post, my previous experience is front office, they seems to push me on that. Why want to switch to mid-back office like F&BM."," why JPM, why this post, why change jobs, career goal.   ",Declined Offer,0,Average Interview,jpmorgan,201
"One of th e worst interview process, there were 5 cancellation before the first round ogf interview and when I was following up with the HR.The response from the HR was that ""you are looking for a job you have bear this pain!"" I responded that I will remain unemployed rather than working for you!",,No Offer,0,Easy Interview,jpmorgan,297
"It lasted for around 20 minutes. Questions were mostly based on DBMS, OOPS and general HR. Interviewer seemed quite impressed, but I guess I didn't get the offer because having overexpectations about the job and future prospects.", What are the various types of Indexing   ,No Offer,0,Average Interview,jpmorgan,229
"4 interviews, basic competency questions. Generally friendly staff. I was told I was only going to have three interviews but ended up having four. They never got back to me.", Why did you study your degree?   ,No Offer,0,Average Interview,jpmorgan,173
"Questions around past experience and technical skills, there is also a written test of java and sql queries. second round of interview was taken by managing director and it was mostly behavioral. overall interview process was simple and good", some questions in java   ,Accepted Offer,0,Average Interview,jpmorgan,241
The Interviewer didn't seem interested in hiring because he was constantly looking at his phone while interviewing . He gave me 2 puzzles to solve and went back to his phone . Then asked some SQL queries and JAVA questions (even though i m a c++ guy) and that was all !, PUZZLE : Minimum rats required to find the poisoned wine bottle in a day   ,No Offer,0,Average Interview,jpmorgan,269
"Applied for a position in one of South East Asia cities. The online numerical assessment was easy. Had online behavioural interview a few months later, and received an email about a phone interview around three weeks after I completed the on-demand interview. But the weird thing was that they did not specify a date and time, only the time frame (one week from when I received the email). I anxiously waited for the phone, but they didn't call. Then received another email saying that the telephone interview period had been extended to another one week, I even emailed them making sure that they had my correct phone number. They didn't call and I sort of gave up. Received rejection email two months later.", Describe an achievement you are proud of   ,No Offer,0,Average Interview,jpmorgan,709
"Bad experience as questions are only to determine if you are a good salesperson, but cannot distinguish a good from a bad candidate, and are not judging your motivation for the position or your technical knowledge: no questions on financial markets for instance, and hardly none on previous experiences as well.", Competency based   ,No Offer,0,Easy Interview,jpmorgan,311
"I attended a weekend drive. There were around 5 rounds of technical interviews. Cleared all of them and was asked to complete a hireVue test. I was thinking I was selected and now would be given an offer. But, to my surprise, they called me again for an interview after a week. Not, sure if it was my notice period of 3 months, or something else, they rejected me in this round.", Core Java + Multithreading Questions mainly   ,No Offer,0,Average Interview,jpmorgan,378
The interviewer just kept cutting me in the middle and asking the next question in case I knew the answer to a question otherwise he would just keep checking his mobile phone.,,No Offer,0,Average Interview,jpmorgan,175
"Applied online. Several weeks later invited to interview. As I was on holiday at the time I arranged a Skype call from Singapore back to the UK. Usual competency based questions - tell me about a time when... Also questions on how well I knew JPM's products and processes, which as an outsider not directly working for an existing client as difficult to answer. Even allowing for the Skype link, interviewer did not make much effort on eye contact, following up on my responses, seeking clarification, etc. She said I would get feedback on my interview - I had to chase for weeks for any feedback. I only did so because they invited me to interview for a separate role - more personable interviewer in that case, but 10 weeks later no feedback at all despite several chasers. Not impressed", Tell me what you know about JPM's private banking products and processes   ,No Offer,0,Easy Interview,jpmorgan,789
First round was of hr where he would ask a stupid question take through your profile. And j p Morgan has a life saving policy of Not hiring people with more than six months gap in work. Second is voice and accent round nothing negative here but will be the same question tell me about yourself and your profile. Third round is more of a conversation but to much depth questions would be asked also would not be given a feedback at all., take me through your profile.   ,No Offer,0,Difficult Interview,jpmorgan,435
After applying I had to do an online assessment and the video interview. Then was invited to a super day. Then I had to interview with my potential managers. This interview was very hostile and aggressive. I can't imagine what their usual employees go through., Tell me about yourself   ,No Offer,0,Difficult Interview,jpmorgan,260
Filling out the application form through their online talent acquisition portal. The Initial Interview came after and then you will be given a sheet to review. The information in the sheet will be used in the Language Assessment. Final Interview with Hiring Manager for the LOB.,,No Offer,0,Average Interview,jpmorgan,278
"It was a online face to face interview.......only behaviour questions were asked like challenges faced, accomplishments, how u dealt with various situations....to my surprise, not even a single basic technical question was asked....however, i was told that i will be informed about 2nd round with the manager.........and after two working days...I was infomed via mail that i am not selected.", no difficult questions   ,No Offer,0,Easy Interview,jpmorgan,392
Poor process. Making a 9 year experience person to go through written test is not the right way. Checking on syntax and stuff is not a recommended way as people use IDEs mostly. Grow up., Thread questions with syntax errors   ,No Offer,0,Average Interview,jpmorgan,186
"I was asked to have a second round interview with hiring manager. I told HR that I was in the Middle-East with very poor Internet connection. They told me I had to do the interview online as soon as possible otherwise I will be eliminated from the job. They sent me a dataset to analyze and to prepare a presentation on. I spent a day on my vacation creating the presentation. Then I took a taxi to my friend's place to make sure I can connect to their system. There was a system failure and I was unable to see the team or talk to them. After this I was advised by HR that I was eliminated from the interview. I sent an email to the hiring manager asking her to meet up live in a few days, when I returned to London, but she never responded.", Interview didnt take place   ,No Offer,0,Average Interview,jpmorgan,742
"Was first contacted by the internal HR department, who arranged a prelimonary telephone interview with the head of department. The interview was quite a relaxed chat for 20 minutes, followed by 20 minutes of technical questions ranging in difficulty", Explain how memory management works   ,No Offer,0,Difficult Interview,jpmorgan,249
"Very hartd, lot of questions being asked, mostly senario based and it was very difficult to clear i cleared the interview as i am good in technicall, there are lot of issue happen during the interview etc",,Accepted Offer,0,Difficult Interview,jpmorgan,204
Had 4 rounds of interviews in total. Was told after the third round it was the final round and I felt pretty good about it but 2 weeks later there was another round., Why transactional banking   ,No Offer,0,Easy Interview,jpmorgan,165
"I applied through my college. There were 4 rounds. The first round was an online coding test followed by 2 technical interview and 1 HR interview. I had a very bad experience. In the shortlisted students, my name was the 4th last. By the time I was asked to give the first interview, people already gave their 3rd interview. It seemed as if they had already shortlisted the students. He asked me only one coding question which I answered correctly, but then too I was rejected.", The interviewer asked me my resume points and then asked to print a Fibonacci series. That's it.   ,No Offer,0,Easy Interview,jpmorgan,477
"It was in the form of dinner, but actually it was an interview. There were about seven students and seven staffs. We sat alternatively and changed the position every half an hour. The process lasts for about 3 hours. You need to talk to every staff during each 30 minutes."," Why do you would like to work in investment banking department, since you have a technology background before.   ",No Offer,0,Difficult Interview,jpmorgan,272
"Applied for a position under markets, but redirected to Treasury (most probably) due to Accountancy background. Went for 4 rounds (1 round recorded video, 1 phone, 2 video conference). Had to email the HR before they get back to me that they are not proceeding with my application."," Mostly fit questions, some on bank regulations and 1-2 on long term commitment to the treasury department.   ",No Offer,0,Average Interview,jpmorgan,281
"I applied for structuring, but got an interview for sales. I was annoyed because I did not want to do sales. Went straight to the AC, no first round interview. I had three interviews with managers for three different teams. Half of us were sent home after lunch, whereas the other half got to meet the respective team.", What is the impact of Brexit on UK?   ,No Offer,0,Average Interview,jpmorgan,318
"I submitted my application online. I had my interview within 2 weeks of submitting my application. The interviewer was curt and unsettling. Went over my background and wouldn't give me an opportunity to speak, much less explain myself. Questions asked were to test in depth knowledge of quants. I couldn't answer one of them. I think they had already gotten a candidate other than me in mind and I didn't stand a chance."," Questions on Montecarlo Simulation, ARMA, GARCH models etc.   ",No Offer,0,Difficult Interview,jpmorgan,420
"Done with two rounds but no response from them again. Asked to come at 11 in the morning, but interview happened at 3 in afternoon .. No proper response while trying to reach them", Project details   ,No Offer,0,Average Interview,jpmorgan,179
Panel discussion mostly with people you will end up never working with during your stint in the organisation. This after a over hype created by the recruitment team about the company brand bubble. The recruiters are utmost unprofessional and rude BTW., Previous experience and core expertise   ,Accepted Offer,0,Easy Interview,jpmorgan,251
"It has the worst interview process in earth, I have applied for java developer position and I got rejected without even asking single technical question. I think they don't have any requirement, when I asked for the reason HR don't have any reason to tell. I would recommend don't waste your time with JPMC.",,No Offer,0,Easy Interview,jpmorgan,307
"I have attended JP Morgan interview two weeks back; first two were technical rounds and followed by Manager and HR round. The interview process was slow, but overall it was good. After completing all the rounds there were no updates from HR. Its happen same thing last year as well with me. Before processing the profile itself it is good to filter instead of completing all the rounds and not selecting the candidates based on the expected salary, experience. Etc. If JP Morgan not ready to pay the expected salary and not ready to wait for notice period then it is good to filter in the initial step instead of filtering after HR round. I assume JPMC need less experience people having less package those can get good hike."," Core Java, Spring , Hibernate, Collection, Database , REST Websergice   ",No Offer,0,Average Interview,jpmorgan,725
"I got a call from consultancy, the process took 3 days. It is two technical rounds followed by managerial and director rounds. Before attending the interview itself, i told them about my current offer and expectation, once I finished the interview, they said, they can't match my expectation and sorry.",,No Offer,0,Average Interview,jpmorgan,302
Just one round happened. Interviewer decides candidates on answer on his one question. Height of stupidity. Just 1 round and 2-3 ppl conducted interview. It happened on time. 1 person asked me about java related questions in detail. And other guy was asking about UI questions.,,No Offer,0,Easy Interview,jpmorgan,277
My interview was scheduled at 10 am on a Friday. I reached the venue at 9:30am. The initial screening rounds took more than 2 hours. They gave 2 written tests after that they took 1 hour to evaluate the tests. Its was more like a walkin because 20 other candidates were called at the same time. I wasted my whole day here.., Creating Sample application POC   ,Declined Offer,0,Average Interview,jpmorgan,323
"The HR who was co-ordinating with me seemed to have no idea regarding my role and anything and everything i asked her,... later i realized that she was a consultant HR, not directly employed with JPMC", about my past projects and how i handled them using the tools mentioned in my resume   ,Accepted Offer,0,Average Interview,jpmorgan,200
"Wait near the lift lobby(standing) for more then half an hour. Then 2 junior interviewer came and started firing questions. And if any of your answer is not matching to their ""mindset"" then they will look at you as if you are thief. I must say interview was as good as reception was."," basic spring, hibernate and design pattern related questions.   ",No Offer,0,Average Interview,jpmorgan,283
Very bad interview process.. Even after clearing all the rounds of interview and also I was confirmed that I got selected and also was asked to send all my documents.. no response after that. I had to follow up for more than 3 months with HR and later got confirmed that they got negative feedback. Such a waste of time!!,,No Offer,0,Average Interview,jpmorgan,321
I attended for referral interview process.They scheduled the interview around 11:30 but I waited till 4:30 for 1st round of interview. Such an irritating interview. They interviewer is such an idot. He doesn't even know how to behave and talk with people. He is criticising the people if we don't know the answer," Manual, Automation and SQL   ",No Offer,0,Average Interview,jpmorgan,312
"It was a telephone interview. The interviewer was nice and she started of the basic Competency questions such as communication skills, and software skills. Then she moved on to questions based on your commercial awareness which was harder then the competency ones."," How does the depleting oil prices impact economically, socially and politically   ",No Offer,0,Difficult Interview,jpmorgan,264
even for 12 years they conducted written test it. i surprised it contains what are the new tools and technologies which tool is belonging to which work and aptitude also tough, contains aptitude technical and general awareness   ,No Offer,0,Difficult Interview,jpmorgan,175
"They called scheduled interviews on 9th Apr 2016 (Saturday) ; my scheduled time was 10.00 AM and they kept me waiting for 5 HR's; at last at 3.00 PM they called me into the cabin, and asked some basic questions just for 15 mins; and they asked me to leave. It's just complete waste of time. When they kept waiting the candidates for 5-6 hrs. not even given any communication & respect when dealing with the people", Basic questions about performance testing   ,No Offer,0,Average Interview,jpmorgan,413
The entire process was too conjusted and it did not look like they were prepared for the huge diversity drive turnout. My interviewer seemed more prone to reject people to reduce candidate size than actually guage a person's capability. They kick-started with a panel discussion to showcase the importance of diversity in jpmc and then after 1.5 hours sent us for our interview rounds. There were to be 2 technical rounds and anything else would be scheduled later. The interviewer did not go through my profile and started with technically irrelevant questions and then seemed to dismiss my candidature mentally before even beginning the interview., My technical round began with he interviewer being stuck on why I had multiple switches in my career. Post that he asked me fairly basic questions and one programming question.   ,No Offer,0,Average Interview,jpmorgan,649
It was a weekend drive and i saw around 200 people's there. They call me for first tech round which went very well and then the person came told me you are going for the 2nd round. In the second round one manager was there who was basically testing my knowledge on the process we follow. Then once both the round completed the interview coordinator came and told me i'm selected and he will call me on the next weekday. Its been more than two weeks and there is no call from their side. I sent multiple mails to the HR who scheduled the interview and she is not bothering to reply back. very bad behavior i really didn't expected this from JP Morgan atleast.,,No Offer,0,Average Interview,jpmorgan,658
"Took 3 months time to complete the process, they have lot of profiles in queue , they don bother more on hiring , internal referal will have more optins. One to one ,telephonic and face to face are the 3 rounds , HR will take eacy steps to bargain the salary , make sure people ask higher salary , jobs are so volatile in nature , better get package and stay for shock", Tell something about your role and scenarios   ,Accepted Offer,0,Difficult Interview,jpmorgan,368
"They Contacted me, then asked me for a written test of english, I invested full day to respond as it requires summarizing a 4 page document to one page plus story writing. Ultimately they just vanished from the scene with no feedback what so ever. I mean common this is really bad when u think u know ans better and the person to be interviewed matches it exactly same. Really pathetic. Next time, I am gonna ask them to pay me per hour wagely charges and then only think of going ahead with interview process or may not even consider to share.", Story boarding and summary   ,No Offer,0,Average Interview,jpmorgan,544
"Attended interview on 16 jan 2016. 3 round F2F. All technical. Average difficulty. Java mostly collections, threading. Also skills mentioned in cv. Apart from java puzzle and analytical skills. Hr didn't come back yet after multiple follow up.", Java basics and advance skills.   ,No Offer,0,Average Interview,jpmorgan,243
"Assessment Centre consisting of a case study exercise, group activity and 2 half an hour interviews- Small group of people in the assessment centre, you can tell that everyone is secretly very competitive and everyone was rushing to be the time keeper in the group activity. Case study was hard, time flies so use every moment you can- overall really bad experience, be prepared for the worst..."," Asked loads of brainteaser questions such as theres a lily in the pond, the lily doubles in size every minute, how big was it at 30 seconds and another one that was about a boy and a girl who were born at the same day same time but they aren't related   ",No Offer,0,Difficult Interview,jpmorgan,395
"3 rounds in total,2 technical 1hr, very professional, technical interviews are good, questions asked based on your profile and previous projects.asked to write sqls based on real scenario.joins materialized views, partitioning", Why are you interested in this position   ,Accepted Offer,0,Difficult Interview,jpmorgan,226
"It took 1.5 hrs to complete tech interview , after that HR round and done. HR process took time to release the offer , they were waiting for other candidates to accept as dummy offer", All based on Tech   ,Accepted Offer,0,Difficult Interview,jpmorgan,182
"2 interviews locally , one tech interview. Local interviews were basic tech and cultural to gauge if I would be a good fit. Tech interview was with the US. Answered as best as I could", What do you know about namenode failover   ,No Offer,0,Average Interview,jpmorgan,183
"One phone interview, which I passed and then invited to Spring Week. Very friendly interviewer. Asked a lot of competency based questions, as well as a few technical questions. Overall just wanted to get a feel of if you know why you're applying to JP and if you really have a passion for Tech or not.",,Accepted Offer,0,Average Interview,jpmorgan,301
"Not worth the time, the first interview was scheduled which was a telephonic round where i recieved thd call dot on time. Once cleared thd next technical was scheduled few days later, got a confirmation mail from hr for same but no one called on the day of interview, after waiting for a day dropped a note to hr and called as well but no response for two three days. After that the hr calls and apologizes as the panel was stuck with some project work. Would have apreciated if this was notified earlier. Post that the f2f interview was scheduled once that was done the panel mentioned that they will notify the hr about my candidature and response seemed to be positive. Its been more than two weeks now even after following up on emails abt the updates and calling the hr there is no response for the same. Would appreciate to atleast update on the candidature whether its a reject or accept. The experience is pathetic with zero professional behaviour", What are my career goals   ,No Offer,0,Average Interview,jpmorgan,955
2 rounds f2f. At first they said cleared the interview. Later they are telling too many shortlisted so they are under discussion for deciding. There is no proper planning while conducting interviews., Easy interview   ,No Offer,0,Easy Interview,jpmorgan,199
"Processed quite fast initially, got into 2nd interview and the next day got a call from the program leader and was told that I am in the list of selected candidates. However, things changed totally after my application was left for HR department, which should have helped me get through all the visa and regulatory issues as I have got an oral offer from the program leader. The HR department is very unhelpful and took months to process my application. As I would need tier 2 working visa and I hadn't finished my master's degree at that time, the HR eventually said they are sorry but before I get the degree they're unable to process my application. The whole process is extremely inefficient and wasted a lot of time of mine. I sincerely suggest JPM to improve their recruitment process to avoid the same thing happening again in others' cases."," Nothing too technical, just take it easy and show them your willingness to learn and work for them. It was a pleasant interview experience.   ",No Offer,0,Easy Interview,jpmorgan,848
Interview process was ok. Everything happened smoothly and the HR was helping. Some documents were required which I sent through e-mail. All the conversations happened over cellphone as the distance was long. Overall it was satisfying.,,Declined Offer,0,Average Interview,jpmorgan,235
