question,offer,target_variable,interview,difficulty,source,length,text
 Write efficient problem solving code about array.   ,Accepted Offer,1,"Technical interview questions, basic understanding about software, and coding test. Explain brief understanding about SDLC. Demonstrate creation of test cases. Write efficient problem solving code about array with own favorite programming language.",Average Interview,Shopee,248,technical basic understanding software coding test explain brief understanding sdlc demonstrate creation test case write efficient problem solving code array favorite programming language
 Tell me about your background   ,No Offer,0,"After submitting resume, I got an email right away (less than a day), and scheduled for interview. Had a phone interview for about 20 minutes. But they never got me back whether I can proceed to next level or not after the interview.",Average Interview,Shopee,233,submitting resume got email right away le day scheduled minute never got back whether proceed next level not
" Write efficient code to find 2nd largest element in array, by considering all possible user inputs.   ",Accepted Offer,1,"There are 2 stages until receiving offer. Stage 1 is technical interview with Senior Expert Engineer. Stage 2 is behavioral interview with Manager. In stage 1, interviewer was reviewing of coding skills and test cases writing skills. In stage 2, they were asking about career motivation.",Average Interview,Shopee,287,stage receiving offer stage technical senior expert engineer stage behavioral manager stage reviewing coding skill test case writing skill stage asking career motivation
 Online coding test on SQL and Python   ,No Offer,0,Phone interview -> online coding test on SQL and Python It was quite tricky if you are not fully proficient with similar problems and we were only given an hour's time limit. -> case study,,Shopee,188,online coding test sql python quite tricky not fully proficient similar problem given hour time limit case study
 Tell me more about yourself   ,Accepted Offer,1,"The hiring process was really fast. 2 rounds of interview, first on the phone with HR, second with the hiring managers. It took about a week for the entire process to be completed.",Average Interview,Shopee,180,hiring really fast first hr second hiring manager took week entire completed
 Technical interview: How to find duplicated rows in a dataframe?   ,No Offer,0,"Process takes 4 months from the point of submitting your resume on their website. After that there is a total of 3 interview rounds, a phone interview with HR, Technical Interview, On-site interview. Each interview round after the phone interview takes around a month to be processed. Also they seem to be pushing their candidates around different job roles which further lengthens the process.",Easy Interview,Shopee,394,take month point submitting resume website total hr technical site take around month processed also seem pushing candidate around different job role lengthens
 What are the process of an front automation testing   ,No Offer,0,"I applied online and was shortlisted for a written test consisting of 20 MCQ questions at shopee. Following that was a face to face interview. During the f2f, I was asked questions related to my internship experience, some technical question and on the spot coding test. The coding test was very simple.",Average Interview,Shopee,303,applied online shortlisted written test consisting mcq shopee following face face asked related internship experience technical spot coding test coding test simple
" they asked me about the my general background, brief introduce about myself?   ",No Offer,1,"submitted online, days later got invited to do online test, then an email make appointment to the first phone call interview, after that details of other 3 interviews was sent. read carefully and they added in other related department to interview me as appointed",Average Interview,Shopee,263,submitted online day later got invited online test email make appointment first call detail sent read carefully added related department appointed
 Experience with projects   ,Accepted Offer,1,"The interview was quick and I got asked several basic questions since the job position is for an intern. 3 stages in total: 1 HR interview, 1 coding test, and 1 hiring manager interview.",Easy Interview,Shopee,186,quick got asked several basic since job position intern stage total hr coding test hiring manager
,No Offer,1,"Hiring and interview process was very clear in terms of what I have to do for the next steps. After applying online, I was called for a 15-minutes phone call, then moved to the next step which is a 1-on-1 interview at their office. The whole interview lasted for less than 30 minutes, with questions mostly based on my resume.",Average Interview,Shopee,326,hiring clear term next step applying online called minute call moved next step office whole lasted le minute mostly based resume
 How did you hear about us? Why do you choose us?   ,No Offer,1,Apply through website. Got an email about interview date 2 days later. You have get everything ready before you apply for a job like transcripts and any certificates. At the day. There were 40 people in a room with a number. You will be call one by one.,Average Interview,Shopee,253,apply website got email date day later get everything ready apply job like transcript certificate day people room number call
 What you know about our company?   ,No Offer,0,"First round of interview is just asking some common interview question like What you know about our company?, second round will be asking about Android, third round will be asking about algorithm and computer science.",Easy Interview,Shopee,217,first asking common like know company second asking android third asking algorithm computer science
 what do you know about shopee   ,No Offer,1,It was about 20 minutes phone interview. The hr asked about general questions and technical questions to see whether you know the company well and whether you can do the job. The whole process was friendly.,Average Interview,Shopee,206,minute hr asked general technical see whether know company well whether job whole friendly
 Why do you choose this role?   ,No Offer,0,Very general questions and introduction. Friendly interviewer and clear description of job details. Would be good if the interviewer is prep with the right questions to ask. It was supposed to be a 30-45min call but it went on for 1.5 hours.,Average Interview,Shopee,241,general introduction friendly clear description job detail would good prep right supposed min call went hour
 Python Test   ,No Offer,0,"Approached by someone on Linkedin to apply for a job with the company. HR contacted me to schedule a phone call. All she did was postpone and postpone. Very unprofessional and after doing a skills test about python, no response, no reply. Nothing. One of the worst company to be interviewing at. Do not bother with this company.",Average Interview,Shopee,328,approached someone linkedin apply job company hr contacted schedule call postpone postpone unprofessional skill test python response reply nothing worst company interviewing not bother company
 what is the next bigger number?   ,No Offer,0,1 hour coding and there is a lady sitting besides you and give lots of questions on data structure. The questions are focusing on the optimization of the code. There are 5 questions.,Average Interview,Shopee,182,hour coding lady sitting besides give lot data structure focusing optimization code
 numerical and logical test.   ,No Offer,0,got the email after two months applying. the email stated that the applicants will be having a test for 30 mins. started with numerical and logical test. if passed then schedule for next interview will be informed.,Difficult Interview,Shopee,214,got email two month applying email stated applicant test min started numerical logical test passed schedule next informed
,Accepted Offer,1,"First round with HR, second and third round with a team leader and final round with a head of engineering. Including basic programming, project reviewing and some open questions related to Machine Learning.",Average Interview,Shopee,206,first hr second third team leader final head engineering including basic programming project reviewing open related machine learning
 Asked questions about some stuff on my reusme.   ,No Offer,0,"Phone interview, sent me an email to schedule phone interview. Sent email afterwards to ask why I didn't get the role and if there's anything I can work on. Did not get a reply.",Average Interview,Shopee,177,sent email schedule sent email afterwards get role anything work not get reply
,Accepted Offer,1,"It started with a phone interview before the face to face one. During the F2F session, there was a quick case study to test excel skills. You need to know how to use pivot tables to analyse the datasets. The interview ended with fit questions from the team lead.",Average Interview,Shopee,262,started face face session quick case study test excel skill need know use pivot table analyse datasets ended fit team lead
,Declined Offer,1,"First was a phone interview, followed by a written test (given 4 questions and 3 days to complete) and lastly a Ftf interview. Got back results within a day or two.",Easy Interview,Shopee,164,first followed written test given day complete lastly ftf got back result within day two
 Why do you want to join Shopee?   ,No Offer,0,"HR phone interview , followed by onsite business case analysis and writing, face-to-face interview with hiring manager. The phone interview was about 30mins. The onsite test and interview in total about one hour.",Average Interview,Shopee,212,hr followed onsite business case analysis writing face face hiring manager min onsite test total hour
 Tell me something not written on your resume.   ,No Offer,0,I was interviewed by two people in one day. Both interviews started really late (more than an hour later than scheduled). It's a good thing the waiting area was comfortable and their pantry is open to non-employees. Most questions were about my personality and things written in my resume.,Easy Interview,Shopee,289,interviewed two people day started really late hour later scheduled good thing waiting area comfortable pantry open non employee personality thing written resume
 What is your visa status   ,No Offer,0,"Had a phone screen with recruiter, she was nice and informative of the role. After around two months, I was contacted again for an interview in SG office. The day before, the in person interview was changed to a Skype interview due to the interviewer not being in office. During the video interview, interviewer told me the Shopee overseas team can only hire people who they do not need to sponsor visa, a directive which was changed only days prior to my interview. She did not ask any other skill set or experience questions after that. Everyone along the process was nice nice about it, but coordination leaves much to be desired, especially for a reputable brand name like Shopee. I did spend time to prepare for the interview, and took time off of work to do it. Maybe next time.",Easy Interview,Shopee,784,screen nice informative role around two month contacted sg office day person changed skype due not office video told shopee overseas team hire people not need sponsor visa directive changed day prior not skill set experience everyone along nice nice coordination leaf much desired especially reputable brand name like shopee spend time prepare took time work maybe next time
 What is drop-out layer?   ,No Offer,0,"Got called up upon getting shortlisted after a week. The first step was the technical round with whiteboard coding and discussion on the candidate's background. Even though I felt I did well as I could answer the questions well, the application was not moved further. I asked for my weaknesses upon knowing the outcome but to no avail.",Average Interview,Shopee,335,got called upon getting shortlisted week first step technical whiteboard coding discussion candidate background even though felt well could answer well application not moved asked weakness upon knowing outcome avail
 What characteristics you don't like about your teammates?   ,Accepted Offer,1,"Contact through a campus career fair, then Shopee HR contacted me through email and arranged for the interview. During the interview, I was interviewed by to members, one line mananger and another team member.",Easy Interview,Shopee,209,contact campus career fair shopee hr contacted email arranged interviewed member line mananger another team member
 Never called me in lieu of setting up a date and time to talk.   ,Declined Offer,0,"Could never get the HR to get on call regardless of the recruiter getting in touch with me for the role and setting the date and time. It was highly unprofessional to make a candidate wait at the other end if you don't want to make the call in the first place. After multiple follow-ups too, there was no response.",Easy Interview,Shopee,314,could never get hr get call regardless getting touch role setting date time highly unprofessional make candidate wait end want make call first place multiple follow ups response
 Why you are not first class graduate but you still want to join Shopee?   ,No Offer,0,"3 rounds - 1st round phone interview with HR; 2nd round sql/python test; 3rd round F2F interview with team leader. In the 3rd round, the team leader told me they required a Python specialist but I was given an SQL test in round 2. I explained that I know Python but I am more confident to SQL. So I was told to do the Python test again on the next day where they never contacted me afterwards. This reflected bad communications between the operation team and HR plus they have a bad way of testing people (send questions thru email... Come, in year of 2018, just create an online test does not waste much of your time.)",Average Interview,Shopee,619,st hr nd sql python test rd team leader rd team leader told required python specialist given sql test explained know python confident sql told python test next day never contacted afterwards reflected bad communication operation team hr plus bad way testing people send thru email come year create online test not waste much time
,Accepted Offer,1,"I came in for the hiring blitz. There were lots of long waits, though that's understandable because there were so many people. We were given a test on reading comprehension and problem solving, which wasn't too difficult but the essays require you to be very creative with your answers. Quick interview with HR, then was made to wait for the next interview. Unfortunately, something came up and the team had to go into an emergency meeting, so my interview got pushed back for a couple more days. I was called back into the office after two days for the second interview, and then was told to come back in another two days for the final interview. The final interview was very pleasant and conversational. Overall, a very good experience.",Easy Interview,Shopee,738,came hiring blitz lot long wait though understandable many people given test reading comprehension problem solving difficult essay require creative answer quick hr made wait next unfortunately something came team go emergency meeting got pushed back couple day called back office two day second told come back another two day final final pleasant conversational overall good experience
 Why you choose shopee?   ,No Offer,1,"An employee referred for me, the process took a week. The HR gave me a telephone interview and then ask me to wait for the second round. They asked about my preference for the job and talked about the details on my resume.",Easy Interview,Shopee,222,employee referred took week hr gave telephone wait second asked preference job talked detail resume
 Why do you think you are the right candidate for this position?   ,No Offer,0,It was a straight forward process where you had to go for a face to face interview with one of the managers there. Consisted of a typical resume walk through along with some other scenario based questions on promotional strategies.,Average Interview,Shopee,231,straight forward go face face manager consisted typical resume walk along scenario based promotional strategy
 Name one achievement you did.   ,No Offer,1,"Submit my resume online and had a phone interview with the HR staff. After that I was invited for a face-to-face interview at their office. Still didn't receive any further email about the results, but I guess i failed since they didn't contact me again. Hope the company will send an email to inform applicants even though we didn't make it through the interview.",Average Interview,Shopee,364,submit resume online hr staff invited face face office still receive email result guess failed since contact hope company send email inform applicant even though make
 Why did you apply for shopee   ,Accepted Offer,0,It was very fast. I applied online and they called me a few days after. They invited me for an interview and asked about the things in my resume. I was informed that I was accepted a few days after. It was a very quick process,,Shopee,226,fast applied online called day invited asked thing resume informed accepted day quick
 What should you do to make a change in Shopee's Design & Communication   ,Accepted Offer,1,"For applying as graphic design, Shopee's require a small test of design creation. Then after passing the design test, HR would call you by phone to set interview meeting with the users.",Easy Interview,Shopee,185,applying graphic design shopee require small test design creation passing design test hr would call set meeting user
 your background and your job planning   ,Accepted Offer,0,bad service provided by the team and not good manners. the cannot get the good attitude to the candidates. bad service provided by the team and not good manners. the cannot get the good attitude to the candidates.,Average Interview,Shopee,213,bad service provided team not good manner cannot get good attitude candidate bad service provided team not good manner cannot get good attitude candidate
 What kind of projects were you engaged in? Why do you want to leave your current company?   ,No Offer,0,"Recruiter reached out to me on LinkedIn and asked about my background, prior experiences, interests, etc. The process seemed pretty disorganised in general, with little transparency over what the role was looking for, skillset, etc. She asked me my salary expectations, and rejected me within the next few days.",Easy Interview,Shopee,311,reached linkedin asked background prior experience interest etc seemed pretty disorganised general little transparency role looking skillset etc asked salary expectation rejected within next day
 Math test   ,Declined Offer,0,"they had a screening process. I had to do a math test first before having an interview with the HR. I didn't pass the math test, because i didn't go to any major that related to it. I applied for social media content position in Indonesia. The question is, why do we need to pass the math test first? i think tons of related experience, skills, and CREATIVITY are the most important thing. Those questions won't appear to make a social media content. Creativity, skills, experience are more important. Well, those maths may be more useful for other departments. I think u need to think about that. Not necessarily smart people are creative. You have to think about it.",Difficult Interview,Shopee,668,screening math test first hr pas math test go major related applied social medium content position indonesia need pas math test first think ton related experience skill creativity important thing appear make social medium content creativity skill experience important well math may useful department think need think not necessarily smart people creative think
 Demonstrate the projects you have done in your last internship.   ,Accepted Offer,1,"There are 3 round of interviews. First round was conducted with the team leader, second round with director and final round with the head. First round is technical test, the leader asked me a few questions about sql and python, gave me a scenario about updating the storage of products in the warehouse, how to implement in sql and python. Second and final round may be more about your own experience.",Easy Interview,Shopee,401,first conducted team leader second director final head first technical test leader asked sql python gave scenario updating storage product warehouse implement sql python second final may experience
 Case study question about falling marketshare in a coffee chain.   ,Accepted Offer,1,Prior candidate from their GLP program. Spoke to HR and discussed other possible roles I could fill. Interview was a discussion about the role + a short case study interview.,Easy Interview,Shopee,174,prior candidate glp program spoke hr discussed possible role could fill discussion role short case study
 Describe your education background   ,No Offer,0,Applied for the job through a recruiter (Shopee Singapore). The interview was done through the phone and the overall interview experience was alright although the interviewer was late for 30 mins. The follow-up was very bad. After a week I was informed that they were interested in progressing further and will call me up to negotiate the expected salary. Since then it has been about 2 months and I have yet to receive any call from Shopee. Tried to get an update from the HR team 2 weeks ago and yet still no response.,Easy Interview,Shopee,520,applied job shopee singapore done overall experience alright although late min follow bad week informed interested progressing call negotiate expected salary since month yet receive call shopee tried get update hr team week ago yet still response
 How to do binary search?   ,Accepted Offer,1,"First round is about binary search, solved it very quickly. Act like I solved it too soon. Second round is about projects. If you use English, it will help. Third round is about culture. Just talk and ask question about anything.",Easy Interview,Shopee,229,first binary search solved quickly act like solved soon second project use english help third culture talk anything
,No Offer,0,"Approached by the HR and went thru initial phone convo, everything is smooth until the first actual interview. Interviewed by the head of customer experience, young chap who quickly shared about his team but did not seem to be much interested with his candidate. I was given a test in the mid of interview, cleared the given test, initiate to explained my answer, but apparently the interviewer only utilise the test to ""challenge"" your answer instead of finding out your method or flow of work (which is important in research). Was rejected on the basis that I did not have enough quantitative experience, however my CV clearly stated I've 8 years of that, which shows the chap did not even try to understand candidate's resume from the start (asked nothing on that and did not give time to let candidate share about key experiences). Disrespect to people's time and effort. However Shopee HR did a great job at explaining the role and scope of work.",Average Interview,Shopee,951,approached hr went thru initial convo everything smooth first actual interviewed head customer experience young chap quickly shared team not seem much interested candidate given test mid cleared given test initiate explained answer apparently utilise test challenge answer instead finding method flow work important research rejected basis not enough quantitative experience however cv clearly stated year show chap not even try understand candidate resume start asked nothing not give time let candidate share key experience disrespect people time effort however shopee hr great job explaining role scope work
,Accepted Offer,1,"The interview took half a day. Before noon for paper based test and hr interview, after noon for user interview. The paperbased test is like a usual math test, 30 min max",Easy Interview,Shopee,170,took half day noon paper based test hr noon user paperbased test like usual math test min max
,No Offer,0,"The interview questions can be vary based on the interviewer. I and my friend got a total different questions (in different domain) during the interview. So, you have to prepare all the related knowledge for the position you are applying for.",Average Interview,Shopee,242,vary based friend got total different different domain prepare related knowledge position applying
,No Offer,0,"First round was a phone interview, followed by a technical test (SQL - pretty standard questions if you had experiences working with SQL). The last round was a case interview (which came as a surprise as the HR did not mention that it would be a case interview at all) - focused on the functional area you are applying, 1-1 with your future head.",Difficult Interview,Shopee,346,first followed technical test sql pretty standard experience working sql last case came surprise hr not mention would case focused functional area applying future head
 The questions were focused on my resume.   ,No Offer,0,"In the beginning, I was contacted by a headhunter. I applied for backend developer, however, the person who on-site interviewed with me is a director of the data analyst... He said the job I applied was closed. It is not polite to me without informing first.",Average Interview,Shopee,258,beginning contacted headhunter applied backend developer however person site interviewed director data analyst said job applied closed not polite without informing first
,Accepted Offer,1,"It was great, had 2 interviews. The first interview went well. The second one I had to wait for 30 minutes because the manager was busy. The interview lasted 20 minutes only.",Average Interview,Shopee,174,great first went well second wait minute manager busy lasted minute
 The recruiter repeatedly state i am too old as the team consist of people in their 20s   ,No Offer,0,Discriminated by my age. The recruiter repeatedly comment on my age because i am slightly older by the rest of the team. They didnt pay attention to my experience or skills.,,Shopee,173,discriminated age repeatedly comment age slightly older rest team didnt pay attention experience skill
" Standard questions like why you choose this role, why choose shopee, why you think you are qualified.   ",Accepted Offer,1,"Phone interviewed first with HR, asked about more details information about the thing I put on my resume. And after around 1 day, I got a on site interview at Shopee office with the department manager.",Average Interview,Shopee,201,interviewed first hr asked detail information thing put resume around day got site shopee office department manager
 How do you think of QA position   ,Declined Offer,1,"Well , introduce your self first. Will ask question about your understanding for this position. They will also ask some of your used experience. Besides will ask some basic coding skills",Average Interview,Shopee,186,well introduce self first understanding position also used experience besides basic coding skill
 Why are you leaving your current job?   ,Accepted Offer,0,"For the interview, it was good overall. The interviewer is pretty friendly and communicative, and they are willing to answer all of my questions. However, for the hiring process, sometimes I don't really get the timeline - I have to keep following up the next step with the recruiter to know what is the status and what should I wait for.",Average Interview,Shopee,338,good overall pretty friendly communicative willing answer however hiring sometimes really get timeline keep following next step know status wait
 Situation based questions to ask how you would approach a business problem   ,No Offer,0,"the interview process has really left me with a negative image of the company. I started out with much enthusiasm and interest, completed 2 short face to face interviews and proceeded to offer stage. At offer stage, they asked for extremely detailed salary information and payslips. I was hesitant to provide but they mentioned it’s part of ‘compliance’ process. After providing these details, there was only silence from their end for 1 month, with no updates on the status despite my follow-ups over email. Perhaps it’s their way of obtaining confidential salary information about other companies. Very unprofessionally conducted and leaves a bad taste for SEA Group that just IPOed.",Average Interview,Shopee,685,really left negative image company started much enthusiasm interest completed short face face proceeded offer stage offer stage asked extremely detailed salary information payslip hesitant provide mentioned part compliance providing detail silence end month update status despite follow ups email perhaps way obtaining confidential salary information company unprofessionally conducted leaf bad taste sea group ipoed
 What's our product that you know of? Can describe?   ,Accepted Offer,0,Written test. You will be given 4 questions and you need to answerin the from of email reply to the user/buyer. And then later group interview with the Manager,Average Interview,Shopee,159,written test given need answerin email reply user buyer later group manager
 How you define success?   ,No Offer,1,Interviewed with a HR representative on the first stage process. The questions were the common ones. The HR person sometimes took my answers and asked for more clarification. It was a very relaxed environment and they tried to make me comfortable with the questions asked.,Average Interview,Shopee,272,interviewed hr representative first stage common hr person sometimes took answer asked clarification relaxed environment tried make comfortable asked
 Describe your job experience   ,Accepted Offer,1,Smooth and professional Hiring Manager to arrange an interview with the team lead. We had Skype interview and he asked common questions related to my previous job experiences. The result took 3 days. Overall was good.,Average Interview,Shopee,217,smooth professional hiring manager arrange team lead skype asked common related previous job experience result took day overall good
 Are you interested in the fashion industry? Do you have any tangible proof to show?   ,No Offer,0,"It was a 20 minute phone interview. The interviewer was late by almost 1 hour due to some circumstances on her side. Questions asked were generic, but the position available was as Business Development Intern in Fashion, while the advertised job omitted the fashion part.",Average Interview,Shopee,271,minute late almost hour due circumstance side asked generic position available business development intern fashion advertised job omitted fashion part
,Accepted Offer,0,"Challenging yet it was more towards a series of personal structured questions. The HOD was a good listener, yet also willing to share the information of Shopee. The whole interview lasted for almost 2 hours.",Difficult Interview,Shopee,207,challenging yet towards series personal structured hod good listener yet also willing share information shopee whole lasted almost hour
,No Offer,0,"I applied online, took one day before HR team sent me an email. Unfortunately, I was unable to attend the interview. This questions were given by my senior who was having an intern at Shopee.",Average Interview,Shopee,191,applied online took day hr team sent email unfortunately unable attend given senior intern shopee
 Why did you choose Shopee?   ,Accepted Offer,1,"First round is a phone interview with the HR to see fit and career interest. Second round is a interview with the Senior Associate with basic introduction, running through of resume and testing of technical skills.",Easy Interview,Shopee,214,first hr see fit career interest second senior associate basic introduction running resume testing technical skill
 Tell me more about yourself.   ,No Offer,0,"Emailed them my documents and had a phone interview. However, during the phone interview, they told me there weren't any marketing roles available since they require Bahasa or Vietnamese except for one which they have to ask the department. My friend applied shortly after me and he was told there were several marketing positions available (He doesn't know Bahasa or Vietnamese) and was asked to go down for an interview for the marketing positions. I think the employer should at least be honest about the roles available and tell me directly that I'm not suitable for the roles, rather than tell me one thing and my friend another. Makes me question the integrity of the company's hiring process or does gender actually play a part?",Average Interview,Shopee,735,emailed document however told marketing role available since require bahasa vietnamese except department friend applied shortly told several marketing position available know bahasa vietnamese asked go marketing position think employer least honest role available tell directly not suitable role rather tell thing friend another make integrity company hiring gender actually play part
,Accepted Offer,1,"I have first round interview with HR and the rest two rounds with a manager and head of regional operations. Besides, before interviewing with managers, I did a python test.",Difficult Interview,Shopee,173,first hr rest two manager head regional operation besides interviewing manager python test
 Walk me through your resume   ,No Offer,0,"Applied online. Received a call from HR to have a phone interview. Interview questions were fairly standard, sharing on background etc. Experience was okay, with only issue coming during follow-up. Followed-up twice on bi-weekly intervals, but HR did not respond at all.",Average Interview,Shopee,270,applied online received call hr fairly standard sharing background etc experience okay issue coming follow followed twice bi weekly interval hr not respond
,Accepted Offer,1,"Total 3 round: 1 round with HR, 1 round with team lead, last round with cross border department head. Normal background check and behaviour questions. Depending on the team you apply, there may be simple scenario test questions for your understanding on cross border ecommerce/coding skillsets etc.",Easy Interview,Shopee,298,total hr team lead last cross border department head normal background check behaviour depending team apply may simple scenario test understanding cross border ecommerce coding skillsets etc
 What did you do in your previous internship?   ,Accepted Offer,0,The process was relatively short. Had a phone interview followed by a 1-1 interview with the Department Head. Took about an hour. He was very straightforward with his requirements for my internship and asked about my skills and projects done previously,Easy Interview,Shopee,252,relatively short followed department head took hour straightforward requirement internship asked skill project done previously
 Explain API in a statement.   ,No Offer,0,"One face-to-face with a Country PM lead. The interview was rather informal. Mostly on background check. Interviewer was not professional, had issues speaking in English (not his native tongue) but questionable since this role requires good communication skills and a hindrance in language capability seems odd. Interviewer does not seem to have sufficient work experience either and is definitely not technical. Unfamiliar with scrum framework and it’s uses etc. Interview felt more like a consumer behaviour meeting; interviewer was more interested in getting to know how I shop online than to actually assess skill set relevant for the role. Came down for an interview through a referral but felt like I’ve wasted both my time and my money. Wouldn’t recommend anyone.",Easy Interview,Shopee,769,face face country pm lead rather informal mostly background check not professional issue speaking english not native tongue questionable since role requires good communication skill hindrance language capability seems odd not seem sufficient work experience either definitely not technical unfamiliar scrum framework us etc felt like consumer behaviour meeting interested getting know shop online actually ass skill set relevant role came referral felt like wasted time money recommend anyone
 how to sort in O(Logn) time   ,No Offer,0,"Asked me some question about sorting, very basic.it is not difficult, just not prepared that he will ask this type of question. I was prepared for machine learning related question",Average Interview,Shopee,180,asked sorting basic not difficult not prepared type prepared machine learning related
 Tell me about your background.   ,No Offer,0,"30-minute call for the first round. Basically, just the HR person asking questions, felt that the person was breezing through a script as she was responding the same way throughout. The interviewer was not fully engaged even if you enthusiastically answer questions. Did not ask about any e-commerce questions at all, which was odd. Advised about the roles in the region and said that there could be several roles that they could place me in, but after a few days received a call that they decided not to push through.",Easy Interview,Shopee,518,minute call first basically hr person asking felt person breezing script responding way throughout not fully engaged even enthusiastically answer not commerce odd advised role region said could several role could place day received call decided not push
 Linear classifier vs nonLinear classifier   ,No Offer,0,"there are three rounds, machine learning , big data and so on. 1round, main coding 2 question. 2round machine learning and coding algorithm part. 3round coding 2 questions.",Average Interview,Shopee,172,three machine learning big data main coding machine learning coding algorithm part coding
 How would you plan for a online marketing campaign to incentivise more male consumers to shop on Shopee?   ,No Offer,0,"Call interview was scheduled first and it went well. However, recruiter asked for expected compensation benefits. Also, recruiter did not ask if I had any questions. There was no opportunity to ask further questions. Followed up with a marketing written test and was invited down to the HQ for an interview. Had an hour Long interview with head of regional marketing and it went well. Most questions were focused more on marketing application. At the end of the interview, she told me to stay out and a junior/senior associate then interviewed me. Total time spent in that room was 2hrs. Been two weeks since any follow-up. Am wondering if the HR will follow-up at all.",Average Interview,Shopee,669,call scheduled first went well however asked expected compensation benefit also not opportunity followed marketing written test invited hq hour long head regional marketing went well focused marketing application end told stay junior senior associate interviewed total time spent room hr two week since follow wondering hr follow
 Tell me about yourself   ,Declined Offer,0,Easy Interview but if you need your career to grow i suggest to change your mind because this is not good for experience people.. as the interview goes you can see through how would and what will happen if you continued the process..,Easy Interview,Shopee,233,easy need career grow suggest change mind not good experience people go see would happen continued
 Please describe yourself   ,No Offer,0,Online and on paper test. Paper test conducted at Shopee office in Jakarta. There were many participants too. Only a couple pass the interview. Overall process is good and managed very well.,Average Interview,Shopee,190,online paper test paper test conducted shopee office jakarta many participant couple pas overall good managed well
 based on my cv   ,No Offer,0,"The recruiment process, which consisted of 3 parts, was fast. After sending my CV, I got a call from HR staff the next day to arrange an interview. The interview with her was quite boring to the extent that I don't think they even need to fill this position. And then I was told to do a 2-part test. Then, she called and told me that she thought I was experience enough for this position, which is a really lame excuse. Since when an intern has to be experience to be hired? Few days later, I found out that HR staff turned out to literally be an intern too lol (she is a fresh graduate).",Easy Interview,Shopee,588,recruiment consisted part fast sending cv got call hr staff next day arrange quite boring extent think even need fill position told part test called told thought experience enough position really lame excuse since intern experience hired day later found hr staff turned literally intern lol fresh graduate
 Why have you chosen to work for Shopee?   ,Accepted Offer,0,The interview was processed very fast in which more exploratory questions were asked rather than challenging ones. There're 3 rounds totally: HR Review - Line Manager Review - Director Review.,Average Interview,Shopee,192,processed fast exploratory asked rather challenging totally hr review line manager review director review
 Tell me about yourself.   ,No Offer,0,"Unorganized hiring process. Passed all the interviews but they gave me a job assessment after the interview process and I got informed that the score was not the factor to determine my qualification but to see my familiarity in coding. I was informed that my test score was below the expectation and they could not proceed with the next step. My honest feedback? I do not feel valued as a potential employee. The job assessment should've done before the interviews, especially when the interview process is extremely long (it took 1.5 months and 4 rounds of interview). They were friendly but unprofessional.",Easy Interview,Shopee,608,unorganized hiring passed gave job assessment got informed score not factor determine qualification see familiarity coding informed test score expectation could not proceed next step honest feedback not feel valued potential employee job assessment done especially extremely long took month friendly unprofessional
 tell me about yourself   ,Declined Offer,0,The interview was not a really great experience because all they asked about was information regarding my old employer. They didn't focus on my skills or what I could contribute and even brush off all my experiences and just wanted insider information on my previous employer. I personally don't feel it is a company that would encourage rotation or career growth from the interview.,Average Interview,Shopee,383,not really great experience asked information regarding old employer focus skill could contribute even brush experience wanted insider information previous employer personally feel company would encourage rotation career growth
,No Offer,1,"You will have a first-round interview with an HR executive and if you pass the first round, you will move on to a face-to-face interview with the product management team.",Average Interview,Shopee,170,first hr executive pas first move face face product management team
,No Offer,0,"I applied through an inside source and got a call in two hours for a meetup in Singapore Hq. One of the worst HR department I ever saw. They are young and don't know how to ask questions and to be honest Shopee want to teach how to shortlist people. As a growing organization, you have to be more open in development ( the HR who interviewed me said: ""you are from this country and we believe this country is not a good fit for our background"". guys come on what type of question is this? a bit racist or senseless. I never recommend this company to anyone. The office is colourfull but the heart is dark.",Easy Interview,Shopee,605,applied inside source got call two hour meetup singapore hq worst hr department ever saw young know honest shopee want teach shortlist people growing organization open development hr interviewed said country believe country not good fit background guy come type bit racist senseless never recommend company anyone office colourfull heart dark
 give three parameters about random forest.   ,No Offer,0,"there are three rounds, the management of this start up company is not that nice. first round two colleagues ask some basic questions from machine learning , sql , big data and so on. then give you a mini project. second interview subitted code, description and slides to them and present the results to another two guys. third interview: one to one with team lead. She didnt ask hash questions and told I was profession and will be offered. After that totally no response. I tried to call hr who contacted me in this long period, and hr lady blocked my phone number ........ so interesting ....................",Easy Interview,Shopee,611,three management start company not nice first two colleague basic machine learning sql big data give mini project second subitted code description slide present result another two guy third team lead didnt hash told profession offered totally response tried call hr contacted long period hr lady blocked number interesting
